SUBMISSIONYEARQUARTER,PWSID,SAMPLE_ID,SAMPLING_END_DATE,SAMPLING_START_DATE,RECONCILIATION_ID,SAMPLE_FIRST_REPORTED_DATE,SAMPLE_LAST_REPORTED_DATE,SAR_ID,CONTAMINANT_CODE,RESULT_SIGN_CODE,SAMPLE_MEASURE,UNIT_OF_MEASURE,SAR_FIRST_REPORTED_DATE,SAR_LAST_REPORTED_DATE
2025Q1,GA0510092,GA25428,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14001676,PB90,,.0025,mg/L,11/16/2007,12/03/2008
2025Q1,GA1850019,GA25642,12/31/2007,01/01/2007,,11/16/2007,02/16/2010,14003550,PB90,,.0025,mg/L,11/16/2007,02/16/2010
2025Q1,GA0510067,GA25372,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14001659,PB90,,.0012,mg/L,11/16/2007,12/03/2008
2025Q1,GA0510089,GA24831,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14001672,PB90,,.0026,mg/L,11/16/2007,08/18/2009
2025Q1,GA0510104,GA24817,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14001699,PB90,,.0025,mg/L,11/16/2007,02/24/2014
2025Q1,GA0510070,GA25207,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001660,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA0510100,GA25310,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14001695,PB90,,.0078,mg/L,11/16/2007,08/18/2009
2025Q1,GA0510054,GA25430,12/31/2009,01/01/2007,,11/16/2007,02/16/2010,14001647,PB90,,.0046,mg/L,11/16/2007,02/16/2010
2025Q1,GA0510055,GA25426,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14001650,PB90,,.0026,mg/L,11/16/2007,12/03/2008
2025Q1,GA0450000,GA25131,12/31/2009,01/01/2007,,11/16/2007,08/24/2015,14001521,PB90,,.0081,mg/L,11/16/2007,08/24/2015
2025Q1,GA0510031,GA24877,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001608,PB90,,.0025,mg/L,11/16/2007,08/26/2008
2025Q1,GA2910062,GA25569,12/31/2007,01/01/2007,,11/16/2007,03/09/2017,14005355,CU90,,1.7,mg/L,11/16/2007,03/09/2017
2025Q1,GA0490001,GA24795,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001548,PB90,,.004,mg/L,11/16/2007,08/26/2008
2025Q1,GA0510035,GA24368,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001617,PB90,,.0012,mg/L,11/16/2007,08/26/2008
2025Q1,GA1830000,GA24883,12/31/2009,01/01/2007,,11/16/2007,02/24/2014,14003459,PB90,,.0031,mg/L,11/16/2007,02/24/2014
2025Q1,GA1830011,GA25536,12/31/2009,01/01/2007,,11/16/2007,02/24/2014,14003468,PB90,,0,mg/L,11/16/2007,02/24/2014
2025Q1,GA1830041,GA25446,12/31/2007,01/01/2007,,11/16/2007,05/27/2009,14003511,PB90,,.0012,mg/L,11/16/2007,05/27/2009
2025Q1,GA1850015,GA25946,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14003539,PB90,,0,mg/L,11/16/2007,02/24/2014
2025Q1,GA1790145,GA25450,12/31/2007,01/01/2007,,11/16/2007,05/27/2009,14003450,PB90,,.003,mg/L,11/16/2007,05/27/2009
2025Q1,GA0490000,GA24584,12/31/2009,01/01/2007,,11/16/2007,03/09/2017,14001547,PB90,,.0066,mg/L,11/16/2007,03/09/2017
2025Q1,GA1830002,GA24488,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003460,PB90,,.0012,mg/L,11/16/2007,08/26/2008
2025Q1,GA1830017,GA25045,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003472,PB90,,.0071,mg/L,11/16/2007,08/26/2008
2025Q1,GA1830027,GA25073,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003488,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA3110098,GA24918,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14005362,CU90,,2.65,mg/L,11/16/2007,12/03/2008
2025Q1,GA1850000,GA24963,12/31/2009,01/01/2007,,11/16/2007,08/18/2011,14003517,PB90,,.0062,mg/L,11/16/2007,08/18/2011
2025Q1,GA0450005,GA25219,12/31/2009,01/01/2007,,11/16/2007,03/09/2017,14001530,PB90,,.0041,mg/L,11/16/2007,03/09/2017
2025Q1,GA1790140,GA25476,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14003446,PB90,,0,mg/L,11/16/2007,02/24/2014
2025Q1,GA0510015,GA24504,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001583,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA1790135,GA25500,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14003443,PB90,,.0029,mg/L,11/16/2007,08/18/2009
2025Q1,GA1810033,GA25420,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14003453,PB90,,.0043,mg/L,11/16/2007,02/24/2014
2025Q1,GA0510024,GA24819,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001596,PB90,,.003,mg/L,11/16/2007,08/26/2008
2025Q1,GA2850131,GA24980,12/31/2007,01/01/2007,,11/16/2007,03/09/2017,14005351,CU90,,3.23,mg/L,11/16/2007,03/09/2017
2025Q1,GA0510017,GA25540,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14001586,PB90,,.0015,mg/L,11/16/2007,12/03/2008
2025Q1,GA1810038,GA25350,12/31/2009,01/01/2007,,11/16/2007,05/17/2023,14003454,PB90,,.0025,mg/L,11/16/2007,05/17/2023
2025Q1,GA0510034,GA24618,12/31/2009,01/01/2007,,11/16/2007,11/29/2010,14001616,PB90,,.0025,mg/L,11/16/2007,11/29/2010
2025Q1,GA1830034,GA25900,12/31/2007,01/01/2007,,11/16/2007,08/27/2010,14003502,PB90,,.004,mg/L,11/16/2007,08/27/2010
2025Q1,GA0590070,GA25928,12/31/2007,01/01/2007,,11/16/2007,08/18/2011,14001873,PB90,,0,mg/L,11/16/2007,08/18/2011
2025Q1,GA0590055,GA24772,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14001870,PB90,,.0012,mg/L,11/16/2007,02/24/2014
2025Q1,GA0650013,GA24534,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001895,PB90,,.0012,mg/L,11/16/2007,08/26/2008
2025Q1,GA1870000,GA24498,12/31/2009,01/01/2007,,11/16/2007,08/18/2011,14003690,PB90,,.0025,mg/L,11/16/2007,08/18/2011
2025Q1,GA1870005,GA25324,12/31/2007,01/01/2007,,11/16/2007,05/27/2009,14003693,PB90,,0,mg/L,11/16/2007,05/27/2009
2025Q1,GA1870012,GA25330,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14003694,PB90,,.0014,mg/L,11/16/2007,12/03/2008
2025Q1,GA1870048,GA24446,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003696,PB90,,.0025,mg/L,11/16/2007,08/26/2008
2025Q1,GA1850127,GA24965,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003630,PB90,,.0012,mg/L,11/16/2007,08/26/2008
2025Q1,GA1850061,GA25606,12/31/2007,01/01/2007,,11/16/2007,08/27/2010,14003590,PB90,,0,mg/L,11/16/2007,08/27/2010
2025Q1,GA1870058,GA25712,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14003706,PB90,,.0025,mg/L,11/16/2007,08/18/2009
2025Q1,GA1850067,GA25968,12/31/2007,01/01/2007,,11/16/2007,05/27/2009,14003597,PB90,,0,mg/L,11/16/2007,05/27/2009
2025Q1,GA1910000,GA25922,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14003723,PB90,,.0025,mg/L,11/16/2007,12/03/2008
2025Q1,GA1910003,GA24823,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003724,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA1910008,GA25408,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14003728,PB90,,.0025,mg/L,11/16/2007,08/18/2009
2025Q1,GA1910010,GA25964,12/31/2007,01/01/2007,,11/16/2007,08/18/2011,14003733,PB90,,0,mg/L,11/16/2007,08/18/2011
2025Q1,GA1910011,GA25925,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14003737,PB90,,0,mg/L,11/16/2007,02/24/2014
2025Q1,GA0510144,GA24999,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001765,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA1910015,GA25888,12/31/2007,01/01/2007,,11/16/2007,05/27/2009,14003747,PB90,,.0025,mg/L,11/16/2007,05/27/2009
2025Q1,GA1910022,GA24402,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003758,PB90,,.0012,mg/L,11/16/2007,08/26/2008
2025Q1,GA1850074,GA25970,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14003611,PB90,,0,mg/L,11/16/2007,12/03/2008
2025Q1,GA1850023,GA25896,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14003557,PB90,,0,mg/L,11/16/2007,02/24/2014
2025Q1,GA1850100,GA25338,12/31/2007,01/01/2007,,11/16/2007,12/03/2008,14003618,PB90,,.0025,mg/L,11/16/2007,12/03/2008
2025Q1,GA1850122,GA25654,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14003629,PB90,,0,mg/L,11/16/2007,12/03/2008
2025Q1,GA1850043,GA25710,12/31/2007,01/01/2007,,11/16/2007,05/27/2009,14003572,PB90,,.0067,mg/L,11/16/2007,05/27/2009
2025Q1,GA1850297,GA25484,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14003672,PB90,,0,mg/L,11/16/2007,02/24/2014
2025Q1,GA1850298,GA25494,12/31/2007,01/01/2007,,11/16/2007,05/27/2009,14003675,PB90,,.002,mg/L,11/16/2007,05/27/2009
2025Q1,GA1850299,GA25308,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14003679,PB90,,.0025,mg/L,11/16/2007,12/03/2008
2025Q1,GA0510229,GA24539,12/31/2009,01/01/2007,,11/16/2007,08/24/2015,14001783,PB90,,.0025,mg/L,11/16/2007,08/24/2015
2025Q1,GA0510249,GA25704,12/31/2007,01/01/2007,,11/16/2007,12/03/2008,14001793,PB90,,.0012,mg/L,11/16/2007,12/03/2008
2025Q1,GA0510258,GA24921,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001800,PB90,,.0012,mg/L,11/16/2007,08/26/2008
2025Q1,GA0510259,GA10258,12/31/2005,01/01/2003,,11/16/2007,02/16/2010,14001802,PB90,,.0025,mg/L,11/16/2007,02/16/2010
2025Q1,GA0510267,GA25063,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001810,PB90,,.0012,mg/L,11/16/2007,08/26/2008
2025Q1,GA0570006,GA24430,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14001840,PB90,,.0027,mg/L,11/16/2007,08/18/2009
2025Q1,GA0570007,GA24624,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14001844,PB90,,.0052,mg/L,11/16/2007,08/18/2009
2025Q1,GA0590003,GA24382,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001854,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA0590007,GA24773,12/31/2007,01/01/2007,,11/16/2007,03/01/2012,14001857,PB90,,.0016,mg/L,11/16/2007,03/01/2012
2025Q1,GA0590013,GA25264,12/31/2007,01/01/2007,,11/16/2007,05/26/2011,14001861,PB90,,0,mg/L,11/16/2007,05/26/2011
2025Q1,GA1990009,GA25213,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003885,PB90,,.0034,mg/L,11/16/2007,08/26/2008
2025Q1,GA0610026,GA24892,12/31/2009,01/01/2007,,11/16/2007,02/24/2014,14001883,PB90,,.003,mg/L,11/16/2007,02/24/2014
2025Q1,GA2050001,GA24905,12/31/2009,01/01/2007,,11/16/2007,08/24/2015,14003904,PB90,,.0038,mg/L,11/16/2007,08/24/2015
2025Q1,GA2050002,GA24869,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003905,PB90,,.0025,mg/L,11/16/2007,08/26/2008
2025Q1,GA2050004,GA25051,12/31/2009,01/01/2007,,11/16/2007,03/20/2025,14003906,PB90,,.0013,mg/L,11/16/2007,03/20/2025
2025Q1,GA2050014,GA24520,12/31/2009,01/01/2007,,11/16/2007,02/24/2014,14003909,PB90,,.0041,mg/L,11/16/2007,02/24/2014
2025Q1,GA0710029,GA25115,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14002034,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA0650004,GA25374,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14001892,PB90,,0,mg/L,11/16/2007,12/03/2008
2025Q1,GA2070013,GA6131,12/31/2003,01/01/2001,,11/16/2007,08/26/2008,14003927,PB90,,.0025,mg/L,11/16/2007,08/26/2008
2025Q1,GA2070016,GA24450,06/30/2007,01/01/2007,,11/16/2007,08/18/2009,14003934,PB90,,.011,mg/L,11/16/2007,08/18/2009
2025Q1,GA0710023,GA24857,12/31/2009,01/01/2007,,11/16/2007,08/18/2011,14002025,PB90,,.0044,mg/L,11/16/2007,08/18/2011
2025Q1,GA0710024,GA24486,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14002026,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA0710028,GA24987,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14002029,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA0710033,GA24484,12/31/2009,01/01/2007,,11/16/2007,02/24/2014,14002039,PB90,,.0065,mg/L,11/16/2007,02/24/2014
2025Q1,GA0710040,GA24853,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14002043,PB90,,.0032,mg/L,11/16/2007,08/26/2008
2025Q1,GA1870061,GA24524,12/31/2007,01/01/2007,,11/16/2007,08/18/2011,14003714,PB90,,.0024,mg/L,11/16/2007,08/18/2011
2025Q1,GA1870052,GA24955,12/31/2009,01/01/2007,,11/16/2007,08/18/2011,14003702,PB90,,.004,mg/L,11/16/2007,08/18/2011
2025Q1,GA0710081,GA24428,12/31/2007,01/01/2007,,11/16/2007,08/26/2008,14002054,PB90,,.0012,mg/L,11/16/2007,08/26/2008
2025Q1,GA0710086,GA24550,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14002063,PB90,,0,mg/L,11/16/2007,08/18/2009
2025Q1,GA0710087,GA25552,12/31/2007,01/01/2007,,11/16/2007,03/09/2017,14002064,PB90,,.0295,mg/L,11/16/2007,03/09/2017
2025Q1,GA1870062,GA25221,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14003718,PB90,,.0075,mg/L,11/16/2007,08/18/2009
2025Q1,GA0750001,GA24865,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14002085,PB90,,.0049,mg/L,11/16/2007,08/26/2008
2025Q1,GA0750010,GA24931,12/31/2009,01/01/2007,,11/16/2007,02/24/2014,14002089,PB90,,0,mg/L,11/16/2007,02/24/2014
2025Q1,GA0750044,GA25231,12/31/2007,01/01/2007,,11/16/2007,05/27/2009,14002101,PB90,,.0012,mg/L,11/16/2007,05/27/2009
2025Q1,GA0770001,GA24472,12/31/2007,01/01/2007,,11/16/2007,12/10/2013,14002104,PB90,,.0025,mg/L,11/16/2007,12/10/2013
2025Q1,GA0770042,GA24390,12/31/2009,01/01/2007,,11/16/2007,08/24/2015,14002134,PB90,,.0025,mg/L,11/16/2007,08/24/2015
2025Q1,GA2110005,GA25690,12/31/2007,01/01/2007,,11/16/2007,12/03/2008,14003969,PB90,,.0051,mg/L,11/16/2007,12/03/2008
2025Q1,GA1850081,GA25031,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003615,PB90,,.0012,mg/L,11/16/2007,08/26/2008
2025Q1,GA2110009,GA24564,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003973,PB90,,.0047,mg/L,11/16/2007,08/26/2008
2025Q1,GA1910023,GA25926,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14003762,PB90,,.0012,mg/L,11/16/2007,02/24/2014
2025Q1,GA1850274,GA25504,12/31/2007,01/01/2007,,11/16/2007,08/27/2010,14003642,PB90,,.0087,mg/L,11/16/2007,08/27/2010
2025Q1,GA1850293,GA25598,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14003660,PB90,,0,mg/L,11/16/2007,08/18/2009
2025Q1,GA1910087,GA24478,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003795,PB90,,.0025,mg/L,11/16/2007,08/26/2008
2025Q1,GA1910089,GA25918,12/31/2007,01/01/2007,,11/16/2007,05/27/2009,14003798,PB90,,0,mg/L,11/16/2007,05/27/2009
2025Q1,GA1850295,GA25280,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14003664,PB90,,0,mg/L,11/16/2007,08/18/2009
2025Q1,GA1930003,GA25027,12/31/2009,01/01/2007,,11/16/2007,08/18/2011,14003807,PB90,,.0025,mg/L,11/16/2007,08/18/2011
2025Q1,GA1930008,GA25676,12/31/2007,01/01/2007,,11/16/2007,08/18/2011,14003810,PB90,,0,mg/L,11/16/2007,08/18/2011
2025Q1,GA0690009,GA25199,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001910,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA0690015,GA25940,12/31/2009,01/01/2007,,11/16/2007,02/24/2014,14001915,PB90,,0,mg/L,11/16/2007,02/24/2014
2025Q1,GA0690048,GA25201,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001939,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA0690058,GA25680,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14001963,PB90,,0,mg/L,11/16/2007,02/24/2014
2025Q1,GA0510157,GA25936,12/31/2007,01/01/2007,,11/16/2007,08/27/2010,14001769,PB90,,0,mg/L,11/16/2007,08/27/2010
2025Q1,GA1850300,GA25572,12/31/2007,01/01/2007,,11/16/2007,05/27/2009,14003683,PB90,,0,mg/L,11/16/2007,05/27/2009
2025Q1,GA0690063,GA25898,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14001983,PB90,,0,mg/L,11/16/2007,12/03/2008
2025Q1,GA0690070,GA25510,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14001992,PB90,,0,mg/L,11/16/2007,12/03/2008
2025Q1,GA0710003,GA25175,12/31/2009,01/01/2007,,11/16/2007,03/20/2025,14002001,PB90,,.0054,mg/L,11/16/2007,03/20/2025
2025Q1,GA0710008,GA24560,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14002005,PB90,,.0029,mg/L,11/16/2007,08/26/2008
2025Q1,GA0510262,GA25252,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14001805,PB90,,0,mg/L,11/16/2007,02/24/2014
2025Q1,GA0510163,GA25453,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14001772,PB90,,.0031,mg/L,11/16/2007,12/03/2008
2025Q1,GA0510171,GA25125,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001775,PB90,,.0036,mg/L,11/16/2007,08/26/2008
2025Q1,GA0510195,GA25209,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14001778,PB90,,.0025,mg/L,11/16/2007,02/24/2014
2025Q1,GA0710009,GA25075,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14002008,PB90,,.0012,mg/L,11/16/2007,08/26/2008
2025Q1,GA0710015,GA25079,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14002015,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA0710016,GA25083,12/31/2009,01/01/2007,,11/16/2007,03/01/2012,14002016,PB90,,.0034,mg/L,11/16/2007,03/01/2012
2025Q1,GA0710017,GA25077,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14002017,PB90,,.0045,mg/L,11/16/2007,08/26/2008
2025Q1,GA0510271,GA25135,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14001811,PB90,,.009,mg/L,11/16/2007,02/24/2014
2025Q1,GA0510266,GA24508,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14001806,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA0510121,GA25952,12/31/2007,01/01/2007,,11/16/2007,05/27/2009,14001729,PB90,,.0012,mg/L,11/16/2007,05/27/2009
2025Q1,GA0510114,GA25706,12/31/2007,01/01/2007,,11/16/2007,12/03/2008,14001725,PB90,,.0025,mg/L,11/16/2007,12/03/2008
2025Q1,GA0510112,GA25538,12/31/2007,01/01/2007,,11/16/2007,12/03/2008,14001718,PB90,,.0025,mg/L,11/16/2007,12/03/2008
2025Q1,GA0510137,GA25344,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14001751,PB90,,0,mg/L,11/16/2007,12/03/2008
2025Q1,GA1850065,GA24969,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003593,PB90,,.0012,mg/L,11/16/2007,08/26/2008
2025Q1,GA1850070,GA25580,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14003607,PB90,,0,mg/L,11/16/2007,08/18/2009
2025Q1,GA0510139,GA25950,12/31/2007,01/01/2007,,11/16/2007,05/27/2009,14001758,PB90,,0,mg/L,11/16/2007,05/27/2009
2025Q1,GA0510145,GA25709,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14001767,PB90,,.009,mg/L,11/16/2007,02/24/2014
2025Q1,GA1850024,GA24897,12/31/2007,01/01/2007,,11/16/2007,02/24/2014,14003558,PB90,,0,mg/L,11/16/2007,02/24/2014
2025Q1,GA1850032,GA25578,12/31/2007,01/01/2007,,11/16/2007,08/27/2010,14003568,PB90,,0,mg/L,11/16/2007,08/27/2010
2025Q1,GA1850049,GA25133,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003574,PB90,,.0018,mg/L,11/16/2007,08/26/2008
2025Q1,GA1850054,GA25576,12/31/2007,01/01/2007,,11/16/2007,08/27/2010,14003581,PB90,,.004,mg/L,11/16/2007,08/27/2010
2025Q1,GA1850055,GA24458,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003584,PB90,,.0015,mg/L,11/16/2007,08/26/2008
2025Q1,GA1850060,GA24957,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14003585,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA2230001,GA24899,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14004080,PB90,,.0026,mg/L,11/16/2007,08/26/2008
2025Q1,GA2070012,GA24621,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14003926,PB90,,0,mg/L,11/16/2007,08/18/2009
2025Q1,GA2370070,GA24805,12/31/2009,01/01/2007,,11/16/2007,02/24/2014,14004195,PB90,,0,mg/L,11/16/2007,02/24/2014
2025Q1,GA0930000,GA24851,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14002281,PB90,,.0012,mg/L,11/16/2007,08/18/2009
2025Q1,GA0930001,GA25087,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14002282,PB90,,.0054,mg/L,11/16/2007,08/26/2008
2025Q1,GA2310026,GA25360,12/31/2007,01/01/2007,,11/16/2007,12/03/2008,14004134,PB90,,0,mg/L,11/16/2007,12/03/2008
2025Q1,GA0930002,GA24580,12/31/2007,01/01/2007,,11/16/2007,08/26/2008,14002285,PB90,,.0182,mg/L,11/16/2007,08/26/2008
2025Q1,GA0930032,GA25119,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14002295,PB90,,.0031,mg/L,11/16/2007,08/18/2009
2025Q1,GA2370055,GA24588,12/31/2007,01/01/2007,,11/16/2007,08/26/2008,14004179,PB90,,.0065,mg/L,11/16/2007,08/26/2008
2025Q1,GA0710070,GA24793,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14002046,PB90,,0,mg/L,11/16/2007,08/18/2009
2025Q1,GA0710077,GA25113,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14002052,PB90,,0,mg/L,11/16/2007,08/26/2008
2025Q1,GA0970002,GA24797,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14002321,PB90,,.013,mg/L,11/16/2007,08/18/2009
2025Q1,GA0990001,GA25226,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14002331,PB90,,.0025,mg/L,11/16/2007,08/18/2009
2025Q1,GA0730000,GA25015,12/31/2009,01/01/2007,,11/16/2007,03/09/2017,14002074,PB90,,.006,mg/L,11/16/2007,03/09/2017
2025Q1,GA0730001,GA24424,12/31/2009,01/01/2007,,11/16/2007,03/09/2021,14002075,PB90,,.0025,mg/L,11/16/2007,03/09/2021
2025Q1,GA0990008,GA24985,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14002341,PB90,,.0043,mg/L,11/16/2007,08/26/2008
2025Q1,GA1950003,GA24979,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14003823,PB90,,.0026,mg/L,11/16/2007,12/03/2008
2025Q1,GA1950009,GA25674,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14003832,PB90,,.0012,mg/L,11/16/2007,08/18/2009
2025Q1,GA1950011,GA25974,12/31/2007,01/01/2007,,11/16/2007,12/03/2008,14003836,PB90,,.0041,mg/L,11/16/2007,12/03/2008
2025Q1,GA1950015,GA25416,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14003844,PB90,,.0051,mg/L,11/16/2007,08/18/2009
2025Q1,GA1950056,GA25043,12/31/2009,01/01/2007,,11/16/2007,02/24/2014,14003858,PB90,,.0012,mg/L,11/16/2007,02/24/2014
2025Q1,GA0570001,GA25958,12/31/2009,01/01/2007,,11/16/2007,08/24/2015,14001828,PB90,,.003,mg/L,11/16/2007,08/24/2015
2025Q1,GA0510109,GA25534,12/31/2009,01/01/2007,,11/16/2007,08/24/2015,14001708,PB90,,.0026,mg/L,11/16/2007,08/24/2015
2025Q1,GA0510124,GA25248,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14001735,PB90,,0,mg/L,11/16/2007,12/03/2008
2025Q1,GA1030002,GA25914,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14002349,PB90,,.0025,mg/L,11/16/2007,12/03/2008
2025Q1,GA1030018,GA24436,12/31/2009,01/01/2007,,11/16/2007,03/01/2012,14002378,PB90,,.0025,mg/L,11/16/2007,03/01/2012
2025Q1,GA0990000,GA24612,12/31/2009,01/01/2007,,11/16/2007,08/24/2015,14002326,PB90,,0,mg/L,11/16/2007,08/24/2015
2025Q1,GA0950010,GA24975,12/31/2009,01/01/2007,,11/16/2007,08/26/2008,14002305,PB90,,.0025,mg/L,11/16/2007,08/26/2008
2025Q1,GA0770021,GA24594,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14002121,PB90,,0,mg/L,11/16/2007,08/18/2009
2025Q1,GA1030030,GA25256,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14002385,PB90,,0,mg/L,11/16/2007,12/03/2008
2025Q1,GA1030076,GA25490,12/31/2009,01/01/2007,,11/16/2007,12/03/2008,14002395,PB90,,0,mg/L,11/16/2007,12/03/2008
2025Q1,GA1030079,GA25902,12/31/2007,01/01/2007,,11/16/2007,12/03/2008,14002401,PB90,,.0012,mg/L,11/16/2007,12/03/2008
2025Q1,GA0770059,GA25574,12/31/2007,01/01/2007,,11/16/2007,03/09/2017,14002136,PB90,,.365,mg/L,11/16/2007,03/09/2017
2025Q1,GA2090000,GA24596,12/31/2007,01/01/2007,,11/16/2007,08/18/2009,14003946,PB90,,0,mg/L,11/16/2007,08/18/2009
