SUBMISSIONYEARQUARTER,PWSID,SAMPLE_ID,SAMPLING_END_DATE,SAMPLING_START_DATE,RECONCILIATION_ID,SAMPLE_FIRST_REPORTED_DATE,SAMPLE_LAST_REPORTED_DATE,SAR_ID,CONTAMINANT_CODE,RESULT_SIGN_CODE,SAMPLE_MEASURE,UNIT_OF_MEASURE,SAR_FIRST_REPORTED_DATE,SAR_LAST_REPORTED_DATE
2025Q1,GA1270075,GA6281,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127814,PB90,,0,mg/L,03/02/2006,02/25/2008
2025Q1,GA1270075,GA8554,12/31/2003,01/01/2003,,03/02/2006,02/25/2008,12127815,PB90,,.0012,mg/L,03/02/2006,02/25/2008
2025Q1,GA1270137,GA10124,12/31/2003,01/01/2003,,03/02/2006,02/25/2008,12127818,PB90,,0,mg/L,03/02/2006,02/25/2008
2025Q1,GA1270141,GA5301,12/31/2004,01/01/2002,,03/02/2006,11/16/2007,12127819,PB90,,.0138,mg/L,03/02/2006,11/16/2007
2025Q1,GA1270150,GA13355,06/30/2003,01/01/2003,,03/02/2006,,12127821,PB90,,.003,mg/L,03/02/2006,
2025Q1,GA1270150,GA13356,12/31/2003,07/01/2003,,03/02/2006,,12127822,PB90,,.0032,mg/L,03/02/2006,
2025Q1,GA1270150,GA13357,06/30/2004,01/01/2004,,03/02/2006,,12127823,PB90,,.0031,mg/L,03/02/2006,
2025Q1,GA1390001,GA6345,12/31/2002,01/01/2002,,03/02/2006,05/28/2008,12127951,PB90,,.0025,mg/L,03/02/2006,05/28/2008
2025Q1,GA1390002,GA7368,12/31/2002,01/01/2002,,03/02/2006,08/18/2009,12127952,PB90,,.0061,mg/L,03/02/2006,08/18/2009
2025Q1,GA1390004,GA12238,12/31/2004,01/01/2004,,03/02/2006,02/25/2008,12127955,PB90,,.0025,mg/L,03/02/2006,02/25/2008
2025Q1,GA1390004,GA7436,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127953,PB90,,0,mg/L,03/02/2006,02/25/2008
2025Q1,GA1390004,GA9053,12/31/2003,01/01/2003,,03/02/2006,02/25/2008,12127954,PB90,,0,mg/L,03/02/2006,02/25/2008
2025Q1,GA1390005,GA5107,12/31/2004,01/01/2002,,03/02/2006,11/29/2010,12127956,PB90,,.0085,mg/L,03/02/2006,11/29/2010
2025Q1,GA1390011,GA5277,12/31/2004,01/01/2002,,03/02/2006,11/16/2007,12127957,PB90,,0,mg/L,03/02/2006,11/16/2007
2025Q1,GA1390013,GA10711,06/30/2004,01/01/2004,,03/02/2006,05/18/2006,12127960,PB90,,.0079,mg/L,03/02/2006,05/18/2006
2025Q1,GA1390013,GA13005,12/31/2004,07/01/2004,,03/02/2006,05/18/2006,12127961,PB90,,.0086,mg/L,03/02/2006,05/18/2006
2025Q1,GA1390013,GA6803,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127958,PB90,,.0048,mg/L,03/02/2006,02/25/2008
2025Q1,GA1390013,GA8352,12/31/2003,01/01/2003,,03/02/2006,05/28/2008,12129366,CU90,,2.3,mg/L,03/02/2006,05/28/2008
2025Q1,GA1390013,GA8353,12/31/2003,01/01/2003,,03/02/2006,05/28/2008,12127959,PB90,,.0225,mg/L,03/02/2006,05/28/2008
2025Q1,GA1390016,GA12891,12/31/2004,01/01/2002,,03/02/2006,08/18/2011,12127962,PB90,,.0065,mg/L,03/02/2006,08/18/2011
2025Q1,GA1390127,GA6213,12/31/2002,01/01/2002,,03/02/2006,03/01/2012,12127963,PB90,,0,mg/L,03/02/2006,03/01/2012
2025Q1,GA1390127,GA9248,12/31/2003,01/01/2003,,03/02/2006,03/01/2012,12127964,PB90,,0,mg/L,03/02/2006,03/01/2012
2025Q1,GA1390129,GA12374,12/31/2004,01/01/2004,,03/02/2006,02/24/2014,12127966,PB90,,.0025,mg/L,03/02/2006,02/24/2014
2025Q1,GA1390129,GA9322,12/31/2003,01/01/2003,,03/02/2006,02/20/2013,12127965,PB90,,.0025,mg/L,03/02/2006,02/20/2013
2025Q1,GA1850032,GA6564,12/31/2002,01/01/2002,,03/02/2006,05/28/2008,12128308,PB90,,.192,mg/L,03/02/2006,05/28/2008
2025Q1,GA1850043,GA13729,12/31/2004,01/01/2004,,03/02/2006,05/27/2009,12128310,PB90,,.0037,mg/L,03/02/2006,05/27/2009
2025Q1,GA1370002,GA6645,12/31/2002,01/01/2002,,03/02/2006,05/28/2008,12127931,PB90,,0,mg/L,03/02/2006,05/28/2008
2025Q1,GA1370002,GA9562,12/31/2003,01/01/2003,,03/02/2006,05/28/2008,12127932,PB90,,0,mg/L,03/02/2006,05/28/2008
2025Q1,GA1370004,GA13055,12/31/2005,01/01/2003,,03/02/2006,02/16/2010,12127935,PB90,,.0025,mg/L,03/02/2006,02/16/2010
2025Q1,GA1370005,GA5641,12/31/2003,01/01/2001,,03/02/2006,05/18/2006,12127936,PB90,,.0012,mg/L,03/02/2006,05/18/2006
2025Q1,GA1370015,GA6524,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127937,PB90,,.0075,mg/L,03/02/2006,02/25/2008
2025Q1,GA1370018,GA5261,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127938,PB90,,.0073,mg/L,03/02/2006,02/25/2008
2025Q1,GA1370019,GA10202,12/31/2003,01/01/2003,,03/02/2006,05/28/2008,12127939,PB90,,.0214,mg/L,03/02/2006,05/28/2008
2025Q1,GA1370019,GA11503,06/30/2004,01/01/2004,,03/02/2006,08/29/2007,12127940,PB90,,.019,mg/L,03/02/2006,08/29/2007
2025Q1,GA1370019,GA13751,12/31/2004,07/01/2004,,03/02/2006,08/29/2007,12127941,PB90,,.0056,mg/L,03/02/2006,08/29/2007
2025Q1,GA1370020,GA10204,12/31/2003,01/01/2003,,03/02/2006,02/25/2008,12127944,PB90,,.0025,mg/L,03/02/2006,02/25/2008
2025Q1,GA1370020,GA11984,12/31/2004,01/01/2004,,03/02/2006,02/25/2008,12127945,PB90,,.0025,mg/L,03/02/2006,02/25/2008
2025Q1,GA1370020,GA4436,06/30/2002,01/01/2002,,03/02/2006,,12127942,PB90,,.0025,mg/L,03/02/2006,
2025Q1,GA0050000,GA6727,12/31/2002,01/01/2002,,03/02/2006,05/28/2008,12126713,PB90,,.0026,mg/L,03/02/2006,05/28/2008
2025Q1,GA0050000,GA9572,12/31/2003,01/01/2003,,03/02/2006,05/28/2008,12126714,PB90,,.0025,mg/L,03/02/2006,05/28/2008
2025Q1,GA0050003,GA7370,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12126716,PB90,,.0017,mg/L,03/02/2006,02/25/2008
2025Q1,GA0070000,GA11717,06/30/2004,01/01/2004,,03/02/2006,08/29/2007,12126718,PB90,,.004,mg/L,03/02/2006,08/29/2007
2025Q1,GA0070000,GA12943,12/31/2004,07/01/2004,,03/02/2006,08/29/2007,12126719,PB90,,.0025,mg/L,03/02/2006,08/29/2007
2025Q1,GA0070000,GA7769,12/31/2002,07/01/2002,,03/02/2006,08/29/2007,12126717,PB90,,.0025,mg/L,03/02/2006,08/29/2007
2025Q1,GA0070005,GA11659,12/31/2004,01/01/2004,,03/02/2006,02/24/2014,12129251,PB90,,.0031,mg/L,03/02/2006,02/24/2014
2025Q1,GA0070005,GA4641,06/30/2002,01/01/2002,,03/02/2006,,12129249,PB90,,.0041,mg/L,03/02/2006,
2025Q1,GA0070005,GA8361,12/31/2003,01/01/2003,,03/02/2006,02/20/2013,12129250,PB90,,.0052,mg/L,03/02/2006,02/20/2013
2025Q1,GA0070006,GA11661,12/31/2004,01/01/2004,,03/02/2006,02/24/2014,12129255,PB90,,.0067,mg/L,03/02/2006,02/24/2014
2025Q1,GA0070006,GA4639,06/30/2002,01/01/2002,,03/02/2006,,12129253,PB90,,.0041,mg/L,03/02/2006,
2025Q1,GA0070006,GA8365,12/31/2003,01/01/2003,,03/02/2006,02/20/2013,12129254,PB90,,.0027,mg/L,03/02/2006,02/20/2013
2025Q1,GA0430025,GA6129,12/31/2002,07/01/2002,,03/02/2006,08/21/2012,12127057,PB90,,0,mg/L,03/02/2006,08/21/2012
2025Q1,GA0430025,GA8263,06/30/2003,01/01/2003,,03/02/2006,02/20/2013,12127058,PB90,,0,mg/L,03/02/2006,02/20/2013
2025Q1,GA0450000,GA12881,12/31/2004,01/01/2004,,03/02/2006,05/28/2008,12127063,PB90,,.0068,mg/L,03/02/2006,05/28/2008
2025Q1,GA1270180,GA4427,06/30/2002,01/01/2002,,03/02/2006,,12129278,PB90,,.0062,mg/L,03/02/2006,
2025Q1,GA1270180,GA7228,12/31/2002,07/01/2002,,03/02/2006,08/21/2012,12129279,PB90,,.0053,mg/L,03/02/2006,08/21/2012
2025Q1,GA1330000,GA13133,12/31/2004,01/01/2004,,03/02/2006,02/25/2008,12127867,PB90,,.0037,mg/L,03/02/2006,02/25/2008
2025Q1,GA0450000,GA8909,06/30/2002,01/01/2002,,03/02/2006,,12127060,PB90,,.0042,mg/L,03/02/2006,
2025Q1,GA0450000,GA8910,12/31/2002,07/01/2002,,03/02/2006,,12127061,PB90,,.0084,mg/L,03/02/2006,
2025Q1,GA0450000,GA8911,06/30/2003,01/01/2003,,03/02/2006,,12127062,PB90,,.0076,mg/L,03/02/2006,
2025Q1,GA0450001,GA14852,12/31/2006,01/01/2004,,03/02/2006,05/18/2006,12127066,PB90,,.0033,mg/L,03/02/2006,05/18/2006
2025Q1,GA2370059,GA11509,06/30/2004,01/01/2004,,03/02/2006,05/18/2007,12128714,PB90,,.0038,mg/L,03/02/2006,05/18/2007
2025Q1,GA2370059,GA13924,12/31/2004,07/01/2004,,03/02/2006,05/18/2007,12129382,CU90,,1.4,mg/L,03/02/2006,05/18/2007
2025Q1,GA2370059,GA13925,12/31/2004,07/01/2004,,03/02/2006,05/18/2007,12128715,PB90,,.0028,mg/L,03/02/2006,05/18/2007
2025Q1,GA2370059,GA7305,12/31/2002,01/01/2002,,03/02/2006,05/28/2008,12129381,CU90,,550.6,mg/L,03/02/2006,05/28/2008
2025Q1,GA2370059,GA7306,12/31/2002,01/01/2002,,03/02/2006,05/28/2008,12128712,PB90,,1.2585,mg/L,03/02/2006,05/28/2008
2025Q1,GA2370060,GA5801,12/31/2004,01/01/2002,,03/02/2006,11/16/2007,12128717,PB90,,0,mg/L,03/02/2006,11/16/2007
2025Q1,GA2370064,GA12424,12/31/2004,01/01/2004,,03/02/2006,,12128720,PB90,,.0035,mg/L,03/02/2006,
2025Q1,GA2370064,GA14624,12/31/2006,01/01/2004,,03/02/2006,02/24/2014,12128721,PB90,,.0035,mg/L,03/02/2006,02/24/2014
2025Q1,GA2370064,GA6159,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12128718,PB90,,.0029,mg/L,03/02/2006,02/25/2008
2025Q1,GA0770021,GA4823,12/31/2002,01/01/2002,,03/02/2006,08/18/2009,12127451,PB90,,.0067,mg/L,03/02/2006,08/18/2009
2025Q1,GA0770021,GA8341,12/31/2003,01/01/2003,,03/02/2006,08/18/2009,12127452,PB90,,.0028,mg/L,03/02/2006,08/18/2009
2025Q1,GA0770037,GA11327,06/30/2004,01/01/2004,,03/02/2006,05/18/2007,12127454,PB90,,.0029,mg/L,03/02/2006,05/18/2007
2025Q1,GA0770037,GA13981,12/31/2004,07/01/2004,,03/02/2006,05/18/2007,12127455,PB90,,.0048,mg/L,03/02/2006,05/18/2007
2025Q1,GA0770037,GA8201,06/30/2003,01/01/2003,,03/02/2006,05/18/2007,12127453,PB90,,.0078,mg/L,03/02/2006,05/18/2007
2025Q1,GA0770038,GA12648,12/31/2004,01/01/2004,,03/02/2006,02/24/2014,12127457,PB90,,.0089,mg/L,03/02/2006,02/24/2014
2025Q1,GA0810002,GA12318,12/31/2004,01/01/2004,,03/02/2006,02/25/2008,12127472,PB90,,.0078,mg/L,03/02/2006,02/25/2008
2025Q1,GA0810002,GA4937,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127471,PB90,,.0077,mg/L,03/02/2006,02/25/2008
2025Q1,GA0810004,GA4891,12/31/2004,01/01/2002,,03/02/2006,11/16/2007,12127473,PB90,,.0041,mg/L,03/02/2006,11/16/2007
2025Q1,GA0810005,GA6209,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127474,PB90,,.0012,mg/L,03/02/2006,02/25/2008
2025Q1,GA0810008,GA6613,12/31/2002,01/01/2002,,03/02/2006,12/03/2008,12127475,PB90,,.0031,mg/L,03/02/2006,12/03/2008
2025Q1,GA0810009,GA6225,12/31/2002,01/01/2002,,03/02/2006,12/03/2008,12127476,PB90,,.0025,mg/L,03/02/2006,12/03/2008
2025Q1,GA0810011,GA11721,12/31/2004,01/01/2004,,03/02/2006,,12127479,PB90,,0,mg/L,03/02/2006,
2025Q1,GA0810011,GA14522,12/31/2006,01/01/2004,,03/02/2006,05/18/2006,12127480,PB90,,0,mg/L,03/02/2006,05/18/2006
2025Q1,GA0810011,GA5213,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127477,PB90,,.0025,mg/L,03/02/2006,02/25/2008
2025Q1,GA0810011,GA9063,12/31/2003,01/01/2003,,03/02/2006,02/25/2008,12127478,PB90,,.0012,mg/L,03/02/2006,02/25/2008
2025Q1,GA0810017,GA7531,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127481,PB90,,0,mg/L,03/02/2006,02/25/2008
2025Q1,GA0810020,GA12621,12/31/2004,01/01/2004,,03/02/2006,,12127484,PB90,,.0027,mg/L,03/02/2006,
2025Q1,GA0810020,GA14524,12/31/2006,01/01/2004,,03/02/2006,05/18/2006,12127485,PB90,,.0027,mg/L,03/02/2006,05/18/2006
2025Q1,GA0810020,GA7837,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127482,PB90,,.0012,mg/L,03/02/2006,02/25/2008
2025Q1,GA0810020,GA9378,12/31/2003,01/01/2003,,03/02/2006,02/25/2008,12127483,PB90,,0,mg/L,03/02/2006,02/25/2008
2025Q1,GA0810021,GA12258,12/31/2004,01/01/2004,,03/02/2006,08/18/2009,12127488,PB90,,.0025,mg/L,03/02/2006,08/18/2009
2025Q1,GA0810021,GA5979,12/31/2002,01/01/2002,,03/02/2006,08/18/2009,12127486,PB90,,.0042,mg/L,03/02/2006,08/18/2009
2025Q1,GA0810021,GA8578,12/31/2003,01/01/2003,,03/02/2006,08/18/2009,12127487,PB90,,.0047,mg/L,03/02/2006,08/18/2009
2025Q1,GA0810022,GA10926,06/30/2004,01/01/2004,,03/02/2006,05/18/2006,12127492,PB90,,.0025,mg/L,03/02/2006,05/18/2006
2025Q1,GA0810022,GA12991,12/31/2004,07/01/2004,,03/02/2006,05/18/2006,12127493,PB90,,0,mg/L,03/02/2006,05/18/2006
2025Q1,GA0810022,GA7286,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127490,PB90,,0,mg/L,03/02/2006,02/25/2008
2025Q1,GA0810022,GA9550,12/31/2003,01/01/2003,,03/02/2006,05/28/2008,12127491,PB90,,.019,mg/L,03/02/2006,05/28/2008
2025Q1,GA0810044,GA6623,12/31/2002,01/01/2002,,03/02/2006,12/03/2008,12127494,PB90,,.0012,mg/L,03/02/2006,12/03/2008
2025Q1,GA0810050,GA6621,12/31/2002,01/01/2002,,03/02/2006,12/03/2008,12127495,PB90,,.0012,mg/L,03/02/2006,12/03/2008
2025Q1,GA0810053,GA6625,12/31/2002,01/01/2002,,03/02/2006,08/18/2009,12127496,PB90,,.0025,mg/L,03/02/2006,08/18/2009
2025Q1,GA0810064,GA12048,12/31/2004,01/01/2004,,03/02/2006,02/25/2008,12127499,PB90,,.0057,mg/L,03/02/2006,02/25/2008
2025Q1,GA1410006,GA13350,12/31/2003,07/01/2003,,03/02/2006,,12127967,PB90,,.008,mg/L,03/02/2006,
2025Q1,GA1410006,GA13351,06/30/2004,01/01/2004,,03/02/2006,,12127968,PB90,,.0066,mg/L,03/02/2006,
2025Q1,GA1410007,GA12889,12/31/2004,01/01/2004,,03/02/2006,02/25/2008,12127969,PB90,,.0025,mg/L,03/02/2006,02/25/2008
2025Q1,GA1410014,GA13157,12/31/2004,01/01/2004,,03/02/2006,02/25/2008,12127971,PB90,,.0062,mg/L,03/02/2006,02/25/2008
2025Q1,GA1410014,GA7645,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127970,PB90,,.0103,mg/L,03/02/2006,02/25/2008
2025Q1,GA1410016,GA6677,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127972,PB90,,.0039,mg/L,03/02/2006,02/25/2008
2025Q1,GA1410019,GA6695,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127974,PB90,,.0012,mg/L,03/02/2006,02/25/2008
2025Q1,GA1450011,GA7627,12/31/2002,01/01/2002,,03/02/2006,05/28/2008,12127989,PB90,,.0028,mg/L,03/02/2006,05/28/2008
2025Q1,GA1450016,GA5465,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127992,PB90,,.0067,mg/L,03/02/2006,02/25/2008
2025Q1,GA0770040,GA6748,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127458,PB90,,0,mg/L,03/02/2006,02/25/2008
2025Q1,GA0770042,GA9566,12/31/2003,01/01/2001,,03/02/2006,05/18/2006,12127459,PB90,,.0025,mg/L,03/02/2006,05/18/2006
2025Q1,GA0770107,GA10268,12/31/2003,01/01/2003,,03/02/2006,02/25/2008,12127461,PB90,,.0025,mg/L,03/02/2006,02/25/2008
2025Q1,GA0770107,GA14986,12/31/2006,01/01/2004,,03/02/2006,03/01/2012,12127462,PB90,,0,mg/L,03/02/2006,03/01/2012
2025Q1,GA0770107,GA5105,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127460,PB90,,.0025,mg/L,03/02/2006,02/25/2008
2025Q1,GA0770117,GA7484,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127463,PB90,,.0012,mg/L,03/02/2006,02/25/2008
2025Q1,GA1850024,GA7801,12/31/2002,07/01/2002,,03/02/2006,08/29/2007,12128299,PB90,,.0025,mg/L,03/02/2006,08/29/2007
2025Q1,GA1850025,GA13015,12/31/2004,01/01/2004,,03/02/2006,02/25/2008,12128303,PB90,,0,mg/L,03/02/2006,02/25/2008
2025Q1,GA2410119,GA13057,12/31/2004,01/01/2004,,03/02/2006,02/25/2008,12128744,PB90,,0,mg/L,03/02/2006,02/25/2008
2025Q1,GA2450029,GA10178,12/31/2003,01/01/2003,,03/02/2006,12/03/2008,12128766,PB90,,.0032,mg/L,03/02/2006,12/03/2008
2025Q1,GA2450029,GA12404,12/31/2004,01/01/2004,,03/02/2006,12/03/2008,12128767,PB90,,.0032,mg/L,03/02/2006,12/03/2008
2025Q1,GA2450061,GA12248,12/31/2004,01/01/2004,,03/02/2006,,12128770,PB90,,.0077,mg/L,03/02/2006,
2025Q1,GA2450061,GA14630,12/31/2006,01/01/2004,,03/02/2006,02/24/2014,12128771,PB90,,.0077,mg/L,03/02/2006,02/24/2014
2025Q1,GA2390003,GA13208,12/31/2004,01/01/2004,,03/02/2006,08/26/2008,12128733,PB90,,.0012,mg/L,03/02/2006,08/26/2008
2025Q1,GA2390003,GA6763,12/31/2002,01/01/2002,,03/02/2006,08/26/2008,12128732,PB90,,0,mg/L,03/02/2006,08/26/2008
2025Q1,GA2410000,GA6504,12/31/2004,01/01/2002,,03/02/2006,11/16/2007,12128735,PB90,,.0037,mg/L,03/02/2006,11/16/2007
2025Q1,GA2410002,GA15543,12/31/2005,01/01/2005,,03/02/2006,05/28/2008,12128736,PB90,,.018,mg/L,03/02/2006,05/28/2008
2025Q1,GA2410085,GA5563,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12128737,PB90,,.0025,mg/L,03/02/2006,02/25/2008
2025Q1,GA2410101,GA5953,12/31/2004,01/01/2002,,03/02/2006,11/16/2007,12128739,PB90,,.0029,mg/L,03/02/2006,11/16/2007
2025Q1,GA2410115,GA12218,12/31/2004,01/01/2004,,03/02/2006,,12128742,PB90,,.0012,mg/L,03/02/2006,
2025Q1,GA2410115,GA14626,12/31/2006,01/01/2004,,03/02/2006,02/24/2014,12128743,PB90,,.0012,mg/L,03/02/2006,02/24/2014
2025Q1,GA2410115,GA7432,12/31/2002,01/01/2002,,03/02/2006,03/01/2012,12128740,PB90,,.0012,mg/L,03/02/2006,03/01/2012
2025Q1,GA2410115,GA9450,12/31/2003,01/01/2003,,03/02/2006,02/20/2013,12128741,PB90,,0,mg/L,03/02/2006,02/20/2013
2025Q1,GA0030006,GA10112,12/31/2003,07/01/2003,,03/02/2006,08/16/2013,12129301,PB90,,0,mg/L,03/02/2006,08/16/2013
2025Q1,GA0030006,GA10883,06/30/2004,01/01/2004,,03/02/2006,02/24/2014,12129302,PB90,,.0018,mg/L,03/02/2006,02/24/2014
2025Q1,GA0050000,GA14425,12/31/2006,01/01/2004,,03/02/2006,05/28/2008,12126715,PB90,,.0025,mg/L,03/02/2006,05/28/2008
2025Q1,GA1310048,GA7795,12/31/2002,07/01/2002,,03/02/2006,,12127863,PB90,,.0112,mg/L,03/02/2006,
2025Q1,GA1310048,GA8223,06/30/2003,01/01/2003,,03/02/2006,,12127864,PB90,,0,mg/L,03/02/2006,
2025Q1,GA1310049,GA10566,06/30/2004,01/01/2004,,03/02/2006,02/25/2008,12127865,PB90,,0,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330003,GA7428,12/31/2002,01/01/2002,,03/02/2006,12/03/2008,12127869,PB90,,0,mg/L,03/02/2006,12/03/2008
2025Q1,GA1330003,GA9228,12/31/2003,01/01/2003,,03/02/2006,12/03/2008,12127870,PB90,,.0025,mg/L,03/02/2006,12/03/2008
2025Q1,GA1330007,GA12418,12/31/2004,01/01/2004,,03/02/2006,02/24/2014,12127872,PB90,,.0051,mg/L,03/02/2006,02/24/2014
2025Q1,GA1330007,GA5271,12/31/2002,01/01/2002,,03/02/2006,05/28/2008,12127871,PB90,,.0165,mg/L,03/02/2006,05/28/2008
2025Q1,GA1330008,GA13771,12/31/2004,01/01/2004,,03/02/2006,05/28/2008,12127875,PB90,,.107,mg/L,03/02/2006,05/28/2008
2025Q1,GA1330008,GA6773,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127873,PB90,,.0012,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330008,GA8588,12/31/2003,01/01/2003,,03/02/2006,02/25/2008,12127874,PB90,,.0025,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330011,GA12637,12/31/2004,01/01/2004,,03/02/2006,02/25/2008,12127879,PB90,,.0077,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330011,GA5897,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127877,PB90,,.0025,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330011,GA9406,12/31/2003,01/01/2003,,03/02/2006,02/25/2008,12127878,PB90,,.0025,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330012,GA5963,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127880,PB90,,.0012,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330014,GA6739,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127881,PB90,,.0025,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330015,GA5975,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127882,PB90,,.0025,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330015,GA8580,12/31/2003,01/01/2003,,03/02/2006,02/20/2013,12127883,PB90,,.0012,mg/L,03/02/2006,02/20/2013
2025Q1,GA1330016,GA5837,12/31/2004,01/01/2002,,03/02/2006,11/16/2007,12127884,PB90,,.0028,mg/L,03/02/2006,11/16/2007
2025Q1,GA1330041,GA6482,12/31/2002,01/01/2002,,03/02/2006,12/03/2008,12127885,PB90,,.0051,mg/L,03/02/2006,12/03/2008
2025Q1,GA1330046,GA12635,12/31/2004,01/01/2004,,03/02/2006,,12127888,PB90,,.0051,mg/L,03/02/2006,
2025Q1,GA1330046,GA14468,12/31/2006,01/01/2004,,03/02/2006,08/18/2011,12127889,PB90,,.0051,mg/L,03/02/2006,08/18/2011
2025Q1,GA1330046,GA6484,12/31/2002,01/01/2002,,03/02/2006,05/28/2008,12127886,PB90,,0,mg/L,03/02/2006,05/28/2008
2025Q1,GA1330046,GA9164,12/31/2003,01/01/2003,,03/02/2006,05/28/2008,12127887,PB90,,.0027,mg/L,03/02/2006,05/28/2008
2025Q1,GA1330048,GA10920,06/30/2004,01/01/2004,,03/02/2006,05/18/2006,12127891,PB90,,.0059,mg/L,03/02/2006,05/18/2006
2025Q1,GA1330048,GA13767,12/31/2004,07/01/2004,,03/02/2006,05/18/2006,12127892,PB90,,.0044,mg/L,03/02/2006,05/18/2006
2025Q1,GA1330048,GA9351,12/31/2003,01/01/2003,,03/02/2006,05/28/2008,12129365,CU90,,1.4,mg/L,03/02/2006,05/28/2008
2025Q1,GA1330048,GA9352,12/31/2003,01/01/2003,,03/02/2006,05/28/2008,12127890,PB90,,.0158,mg/L,03/02/2006,05/28/2008
2025Q1,GA1330049,GA6566,12/31/2004,01/01/2002,,03/02/2006,11/16/2007,12127893,PB90,,.0025,mg/L,03/02/2006,11/16/2007
2025Q1,GA1330050,GA6772,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127894,PB90,,.0012,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330051,GA6033,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127895,PB90,,.004,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330052,GA6497,12/31/2004,01/01/2002,,03/02/2006,08/18/2009,12127896,PB90,,0,mg/L,03/02/2006,08/18/2009
2025Q1,GA1330054,GA12973,12/31/2004,01/01/2004,,03/02/2006,,12127899,PB90,,.0025,mg/L,03/02/2006,
2025Q1,GA1330054,GA14470,12/31/2006,01/01/2004,,03/02/2006,05/18/2006,12127900,PB90,,.0025,mg/L,03/02/2006,05/18/2006
2025Q1,GA1330054,GA5843,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127897,PB90,,.012,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330054,GA8331,12/31/2003,01/01/2003,,03/02/2006,02/25/2008,12127898,PB90,,0,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330055,GA5793,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127901,PB90,,0,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330056,GA7364,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127902,PB90,,.0037,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330057,GA6486,12/31/2002,01/01/2002,,03/02/2006,02/25/2008,12127903,PB90,,.0061,mg/L,03/02/2006,02/25/2008
2025Q1,GA1330059,GA6675,12/31/2004,01/01/2002,,03/02/2006,11/16/2007,12127904,PB90,,.0067,mg/L,03/02/2006,11/16/2007
2025Q1,GA1330062,GA10701,06/30/2004,01/01/2004,,03/02/2006,02/24/2014,12127905,PB90,,.0029,mg/L,03/02/2006,02/24/2014
2025Q1,GA1330062,GA13997,12/31/2004,07/01/2004,,03/02/2006,02/24/2014,12127906,PB90,,0,mg/L,03/02/2006,02/24/2014
2025Q1,GA1330065,GA13773,12/31/2004,01/01/2004,,03/02/2006,03/01/2012,12127909,PB90,,.0029,mg/L,03/02/2006,03/01/2012
2025Q1,GA1330065,GA9160,12/31/2003,01/01/2003,,03/02/2006,03/01/2012,12127908,PB90,,.0065,mg/L,03/02/2006,03/01/2012
2025Q1,GA1310044,GA11768,12/31/2004,01/01/2004,,03/02/2006,08/26/2008,12127858,PB90,,0,mg/L,03/02/2006,08/26/2008
2025Q1,GA1310044,GA6133,12/31/2002,07/01/2002,,03/02/2006,,12127856,PB90,,0,mg/L,03/02/2006,
