SUBMISSIONYEARQUARTER,PWSID,GEO_ID,AREA_TYPE_CODE,TRIBAL_CODE,STATE_SERVED,ANSI_ENTITY_CODE,ZIP_CODE_SERVED,CITY_SERVED,COUNTY_SERVED,LAST_REPORTED_DATE
2025Q1,GA0010000,9109805,CN,,,001,,,Appling,03/20/2025
2025Q1,GA0010000,9109806,CT,,GA,,,BAXLEY,,03/20/2025
2025Q1,GA0010001,9109807,CN,,,001,,,Appling,03/20/2025
2025Q1,GA0010001,9109808,CT,,GA,,,SURRENCY,,03/20/2025
2025Q1,GA0010002,9109809,CN,,,001,,,Appling,03/20/2025
2025Q1,GA0010002,9109810,CT,,GA,,,BAXLEY,,03/20/2025
2025Q1,GA0010003,9109811,CN,,,001,,,Appling,03/20/2025
2025Q1,GA0010005,9109812,CN,,,001,,,Appling,03/20/2025
2025Q1,GA0010006,9109813,CN,,,001,,,Appling,03/20/2025
2025Q1,GA0010008,8681158,CN,,,001,,,Appling,07/22/1995
2025Q1,GA0010009,9033981,CN,,,001,,,Appling,05/04/2018
2025Q1,GA0010010,8854312,CN,,,001,,,Appling,02/24/2015
2025Q1,GA0010011,9109814,CN,,,001,,,Appling,03/20/2025
2025Q1,GA0010012,8681159,CN,,,201,,,Miller,07/22/1995
2025Q1,GA0010017,8681163,CN,,,001,,,Appling,07/22/1995
2025Q1,GA0010012,8681160,CT,,GA,,,BAXLEY GEORGIA,,07/22/1995
2025Q1,GA0010016,8681161,CN,,,001,,,Appling,01/19/2000
2025Q1,GA0010016,8681162,CT,,GA,,,BAXLEY,,01/19/2000
2025Q1,GA0010017,8681164,CT,,GA,,,BAXLEY GEORGIA,,07/22/1995
2025Q1,GA0010019,9109815,CN,,,001,,,Appling,03/20/2025
2025Q1,GA0010031,8681165,CN,,,001,,,Appling,07/22/1995
2025Q1,GA0010034,8846206,CN,,,001,,,Appling,05/19/2009
2025Q1,GA0010035,8681166,CN,,,001,,,Appling,07/22/1995
2025Q1,GA0010042,8681167,CN,,,001,,,Appling,07/22/1995
2025Q1,GA0010043,9109816,CN,,,001,,,Appling,03/20/2025
2025Q1,GA0010043,9109817,CT,,GA,,,GRAHAM,,03/20/2025
2025Q1,GA0010044,9109818,CN,,,001,,,Appling,03/20/2025
2025Q1,GA0010047,9101980,CN,,,001,,,Appling,03/20/2025
2025Q1,GA0010047,9101981,CT,,GA,,,BAXLEY,,03/20/2025
2025Q1,GA0030000,9109819,CN,,,003,,,Atkinson,03/20/2025
2025Q1,GA0030000,9109820,CT,,GA,,,PEARSON,,03/20/2025
2025Q1,GA0030001,9109821,CN,,,003,,,Atkinson,03/20/2025
2025Q1,GA0030001,9109822,CT,,GA,,,WILLACOOCHEE,,03/20/2025
2025Q1,GA0030003,8681168,CN,,,003,,,Atkinson,07/22/1995
2025Q1,GA0030004,9114764,CN,,,003,,,Atkinson,03/20/2025
2025Q1,GA0030005,9114780,CN,,,003,,,Atkinson,03/20/2025
2025Q1,GA0030006,9115704,CN,,,003,,,Atkinson,03/20/2025
2025Q1,GA0030008,9105170,CN,,,003,,,Atkinson,03/20/2025
2025Q1,GA0030008,9105171,CT,,GA,,,AXSON,,03/20/2025
2025Q1,GA0050000,9109823,CN,,,005,,,Bacon,03/20/2025
2025Q1,GA0050000,9109824,CT,,GA,,,ALMA,,03/20/2025
2025Q1,GA0050001,9109825,CN,,,005,,,Bacon,03/20/2025
2025Q1,GA0050002,8681169,CN,,,005,,,Bacon,07/22/1995
2025Q1,GA0050003,8681170,CN,,,005,,,Bacon,01/19/2000
2025Q1,GA0050003,8681171,CT,,GA,,,ALMA,,01/19/2000
2025Q1,GA0050004,8681172,CN,,,005,,,Bacon,07/22/1995
2025Q1,GA0050007,9109826,CN,,,005,,,Bacon,03/20/2025
2025Q1,GA0050008,8682206,CN,,,005,,,Bacon,11/15/2017
2025Q1,GA0050017,8677322,CN,,,005,,,Bacon,07/22/1995
2025Q1,GA0050020,8677323,CN,,,003,,,Atkinson,07/22/1995
2025Q1,GA0050021,9103561,CN,,,005,,,Bacon,03/20/2025
2025Q1,GA0050021,9103562,CT,,GA,,,ALMA,,03/20/2025
2025Q1,GA0050022,9105168,CN,,,005,,,Bacon,03/20/2025
2025Q1,GA0050022,9105169,CT,,GA,,,ALMA,,03/20/2025
2025Q1,GA0050023,9105193,CN,,,005,,,Bacon,03/20/2025
2025Q1,GA0050023,9105194,CT,,GA,,,ALMA,,03/20/2025
2025Q1,GA0070000,9109827,CN,,,007,,,Baker,03/20/2025
2025Q1,GA0070000,9109828,CT,,GA,,,NEWTON,,03/20/2025
2025Q1,GA0070005,9114762,CN,,,007,,,Baker,03/20/2025
2025Q1,GA0070006,9114763,CN,,,007,,,Baker,03/20/2025
2025Q1,GA0090000,9109829,CN,,,009,,,Baldwin,03/20/2025
2025Q1,GA0090001,9109830,CN,,,009,,,Baldwin,03/20/2025
2025Q1,GA0090001,9109831,CT,,GA,,,MILLEDGEVILLE,,03/20/2025
2025Q1,GA0090002,8677324,CN,,,009,,,Baldwin,07/22/1995
2025Q1,GA0090004,8677325,CN,,,009,,,Baldwin,07/22/1995
2025Q1,GA0090006,8677326,CN,,,009,,,Baldwin,07/22/1995
2025Q1,GA0090007,8677327,CN,,,009,,,Baldwin,07/22/1995
2025Q1,GA0090008,8677328,CN,,,009,,,Baldwin,07/22/1995
2025Q1,GA0090010,8677329,CN,,,205,,,Mitchell,07/22/1995
2025Q1,GA0090018,8677330,CN,,,009,,,Baldwin,07/22/1995
2025Q1,GA0090021,8677331,CN,,,005,,,Bacon,07/22/1995
2025Q1,GA0090023,8677332,CN,,,205,,,Mitchell,07/22/1995
2025Q1,GA0090023,8677333,CT,,GA,,,MILLEDGEVILLE G,,07/22/1995
2025Q1,GA0090025,8677334,CN,,,005,,,Bacon,07/22/1995
2025Q1,GA0090025,8677335,CT,,GA,,,MILLEDGEVILLE G,,07/22/1995
2025Q1,GA0090027,8677336,CN,,,009,,,Baldwin,07/22/1995
2025Q1,GA0090041,8677337,CN,,,005,,,Bacon,07/22/1995
2025Q1,GA0090042,9109832,CN,,,009,,,Baldwin,03/20/2025
2025Q1,GA0090043,8677338,CN,,,009,,,Baldwin,07/22/1995
2025Q1,GA0090045,8684537,CN,,,009,,,Baldwin,11/15/2017
2025Q1,GA0090046,9109833,CN,,,009,,,Baldwin,03/20/2025
2025Q1,GA0090047,9114742,CN,,,009,,,Baldwin,03/20/2025
2025Q1,GA0090048,9029899,CN,,,009,,,Baldwin,03/17/2021
2025Q1,GA0090049,8975601,CN,,,009,,,Baldwin,05/18/2007
2025Q1,GA0110000,9109834,CN,,,011,,,Banks,03/20/2025
2025Q1,GA0110000,9109835,CT,,GA,,,HOMER,,03/20/2025
2025Q1,GA0110001,9109836,CN,,,011,,,Banks,03/20/2025
2025Q1,GA0110001,9109837,CT,,GA,,,MAYSVILLE,,03/20/2025
2025Q1,GA0110002,8677339,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0110003,8677340,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0110008,8677341,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0110013,8677342,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0110014,8677343,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0110015,8677344,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0110016,8677345,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0110017,8677346,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0110018,8677347,CN,,,011,,,Banks,01/19/2000
2025Q1,GA0110019,8677348,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0110020,8677349,CN,,,011,,,Banks,08/19/2000
2025Q1,GA0110021,8677350,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0110022,8677351,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0110023,8677352,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0110024,8677353,CN,,,011,,,Banks,01/19/2000
2025Q1,GA0110026,9109838,CN,,,011,,,Banks,03/20/2025
2025Q1,GA0110028,9115720,CN,,,011,,,Banks,03/20/2025
2025Q1,GA0110029,9115721,CN,,,011,,,Banks,03/20/2025
2025Q1,GA0110030,9102035,CN,,,011,,,Banks,03/20/2025
2025Q1,GA0110031,9102036,CN,,,011,,,Banks,03/20/2025
2025Q1,GA0110031,9102037,CT,,GA,,,BALDWIN,,03/20/2025
2025Q1,GA0130001,9109842,CT,,GA,,,STATHAM,,03/20/2025
2025Q1,GA0130000,9109839,CN,,,013,,,Barrow,03/20/2025
2025Q1,GA0130000,9109840,CT,,GA,,,AUBURN,,03/20/2025
2025Q1,GA0130001,9109841,CN,,,013,,,Barrow,03/20/2025
2025Q1,GA0130002,9109843,CN,,,013,,,Barrow,03/20/2025
2025Q1,GA0130002,9109844,CT,,GA,,,WINDER,,03/20/2025
2025Q1,GA0130003,8677354,CN,,,007,,,Baker,07/22/1995
2025Q1,GA0130003,8677355,CT,,GA,,,WINDER GEORGIA,,07/22/1995
2025Q1,GA0130005,8677356,CN,,,013,,,Barrow,07/22/1995
2025Q1,GA0130006,8677357,CN,,,013,,,Barrow,07/22/1995
2025Q1,GA0130007,8913735,CN,,,013,,,Barrow,05/26/2011
2025Q1,GA0130008,9109845,CN,,,013,,,Barrow,03/20/2025
2025Q1,GA0130011,9109846,CN,,,013,,,Barrow,03/20/2025
2025Q1,GA0130012,8677358,CN,,,207,,,Monroe,07/22/1995
2025Q1,GA0130014,8677359,CN,,,207,,,Monroe,07/22/1995
2025Q1,GA0130031,9109847,CN,,,013,,,Barrow,03/20/2025
2025Q1,GA0130032,9109848,CN,,,013,,,Barrow,03/20/2025
2025Q1,GA0130033,9109849,CN,,,013,,,Barrow,03/20/2025
2025Q1,GA0130034,9011537,CN,,,013,,,Barrow,06/27/2023
2025Q1,GA0150000,9109850,CN,,,015,,,Bartow,03/20/2025
2025Q1,GA0150000,9109851,CT,,GA,,,ADAIRSVILLE,,03/20/2025
2025Q1,GA0150001,9109852,CN,,,015,,,Bartow,03/20/2025
2025Q1,GA0150001,9109853,CT,,GA,,,CARTERSVILLE,,03/20/2025
2025Q1,GA0150002,9109854,CN,,,015,,,Bartow,03/20/2025
2025Q1,GA0150002,9109855,CT,,GA,,,CARTERSVILLE,,03/20/2025
2025Q1,GA0150003,9109856,CN,,,015,,,Bartow,03/20/2025
2025Q1,GA0150003,9109857,CT,,GA,,,KINGSTON,,03/20/2025
2025Q1,GA0150004,9109858,CN,,,015,,,Bartow,03/20/2025
2025Q1,GA0150005,8679510,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150005,8679511,CT,,GA,,,WHITE GEORGIA,,07/22/1995
2025Q1,GA0150006,8679512,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150006,8679513,CT,,GA,,,PINE LOG GA,,07/22/1995
2025Q1,GA0150012,8679514,CN,,,067,,,Cobb,07/22/1995
2025Q1,GA0150012,8679515,CT,,GA,,,CARTERSVILLE GE,,07/22/1995
2025Q1,GA0150013,8679516,CN,,,067,,,Cobb,07/22/1995
2025Q1,GA0150015,8679517,CN,,,015,,,Bartow,11/19/2002
2025Q1,GA0150015,8679532,CT,,GA,,,CARTERSVILLE,,11/19/2002
2025Q1,GA0150016,8679518,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150018,8679519,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150019,8679520,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150025,9109859,CN,,,015,,,Bartow,03/20/2025
2025Q1,GA0150025,9109860,CT,,GA,,,EMERSON,,03/20/2025
2025Q1,GA0150026,8679523,CN,,,015,,,Bartow,08/19/2000
2025Q1,GA0150026,8679524,CT,,GA,,,CARTERSVILLE,,08/19/2000
2025Q1,GA0150027,8827879,CN,,,015,,,Bartow,05/19/2015
2025Q1,GA0150028,9109861,CN,,,015,,,Bartow,03/20/2025
2025Q1,GA0150030,8679526,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150033,8679527,CN,,,067,,,Cobb,07/22/1995
2025Q1,GA0150033,8679528,CT,,GA,,,ACWORTH GEORGIA,,07/22/1995
2025Q1,GA0150034,8620819,CN,,,015,,,Bartow,12/01/2001
2025Q1,GA0150035,8977556,CN,,,015,,,Bartow,08/15/2013
2025Q1,GA0150037,8679529,CN,,,015,,,Bartow,01/19/2000
2025Q1,GA0150039,8679530,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150056,9109862,CN,,,015,,,Bartow,03/20/2025
2025Q1,GA0150058,8679533,CN,,,067,,,Cobb,07/22/1995
2025Q1,GA0150058,8679534,CT,,GA,,,CARTERSVILLE GE,,07/22/1995
2025Q1,GA0150059,8679535,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150062,8679536,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150064,8679537,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150066,8679538,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150068,8679539,CN,,,015,,,Bartow,01/19/2000
2025Q1,GA0150070,9039367,CN,,,015,,,Bartow,06/17/2021
2025Q1,GA0150072,8679541,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150073,8679542,CN,,,015,,,Bartow,01/19/2000
2025Q1,GA0150073,8679543,CT,,GA,,,CARTERSVILLE,,01/19/2000
2025Q1,GA0150079,8679544,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150082,8679545,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150083,8679546,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150084,8679547,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150085,8679548,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150086,8679549,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150087,8679550,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150088,8679551,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150089,8679552,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150090,8679553,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150091,8679554,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150092,8679555,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150093,8679556,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150094,8679557,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150095,8679558,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150096,8679559,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150097,8679560,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150098,8679561,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150099,8679562,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150100,9109863,CN,,,015,,,Bartow,03/20/2025
2025Q1,GA0150101,9109864,CN,,,015,,,Bartow,03/20/2025
2025Q1,GA0150102,8963232,CN,,,015,,,Bartow,02/25/2008
2025Q1,GA0150103,8679564,CN,,,015,,,Bartow,07/22/1995
2025Q1,GA0150104,8834645,CT,,GA,,,CARTERSVILLE,,11/15/2005
2025Q1,GA0150104,8834646,CN,,,015,,,Bartow,11/15/2005
2025Q1,GA0150105,8931046,CN,,,015,,,Bartow,08/27/2010
2025Q1,GA0150106,9118827,CN,,,015,,,Bartow,03/20/2025
2025Q1,GA0150107,9118905,CN,,,015,,,Bartow,03/20/2025
2025Q1,GA0150107,9118907,CT,,GA,,,EMERSON,,03/20/2025
2025Q1,GA0170002,9109867,CN,,,017,,,Ben Hill,03/20/2025
2025Q1,GA0170000,9109865,CN,,,017,,,Ben Hill,03/20/2025
2025Q1,GA0170000,9109866,CT,,GA,,,FITZGERALD,,03/20/2025
2025Q1,GA0170001,8679566,CN,,,017,,,Ben Hill,07/22/1995
2025Q1,GA0170003,8679567,CN,,,017,,,Ben Hill,07/22/1995
2025Q1,GA0170004,8938266,CN,,,017,,,Ben Hill,08/19/2014
2025Q1,GA0190000,9109868,CN,,,019,,,Berrien,03/20/2025
2025Q1,GA0190000,9109869,CT,,GA,,,ALAPAHA,,03/20/2025
2025Q1,GA0190001,9109870,CN,,,019,,,Berrien,03/20/2025
2025Q1,GA0190001,9109871,CT,,GA,,,ENIGMA,,03/20/2025
2025Q1,GA0190002,9109872,CN,,,019,,,Berrien,03/20/2025
2025Q1,GA0190002,9109873,CT,,GA,,,NASHVILLE,,03/20/2025
2025Q1,GA0190003,9109874,CN,,,019,,,Berrien,03/20/2025
2025Q1,GA0190003,9109875,CT,,GA,,,RAY CITY,,03/20/2025
2025Q1,GA0190004,8679577,CN,,,019,,,Berrien,07/22/1995
2025Q1,GA0190005,8679578,CN,,,019,,,Berrien,07/22/1995
2025Q1,GA0190006,9109876,CN,,,019,,,Berrien,03/20/2025
2025Q1,GA0190011,8679580,CN,,,021,,,Bibb,07/22/1995
2025Q1,GA0190011,8679581,CT,,GA,,,RAY CITY GA,,07/22/1995
2025Q1,GA0190012,8679582,CN,,,019,,,Berrien,07/22/1995
2025Q1,GA0190014,9109877,CN,,,019,,,Berrien,03/20/2025
2025Q1,GA0190016,8679583,CN,,,019,,,Berrien,07/22/1995
2025Q1,GA0190021,8679584,CN,,,277,,,Tift,07/22/1995
2025Q1,GA0190021,8679585,CT,,GA,,,NASHVILLE GEORG,,07/22/1995
2025Q1,GA0190026,8944680,CN,,,019,,,Berrien,08/19/2000
2025Q1,GA0190028,9116728,CN,,,019,,,Berrien,03/20/2025
2025Q1,GA0210000,8679586,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0210001,9109879,CN,,,021,,,Bibb,03/20/2025
2025Q1,GA0210002,8679587,CN,,,021,,,Bibb,07/22/1995
2025Q1,GA0210003,8679588,CN,,,021,,,Bibb,07/22/1995
2025Q1,GA0210004,8849078,CN,,,021,,,Bibb,05/19/2009
2025Q1,GA0210005,9014364,CN,,,021,,,Bibb,06/19/2019
2025Q1,GA0210006,9014515,CN,,,021,,,Bibb,06/19/2019
2025Q1,GA0210007,8849084,CN,,,021,,,Bibb,05/19/2009
2025Q1,GA0210008,9014516,CN,,,021,,,Bibb,06/19/2019
2025Q1,GA0210010,8679590,CN,,,021,,,Bibb,07/22/1995
2025Q1,GA0210012,9109880,CN,,,021,,,Bibb,03/20/2025
2025Q1,GA0210013,8679592,CN,,,021,,,Bibb,01/19/2000
2025Q1,GA0210014,8668639,CN,,,021,,,Bibb,07/22/1995
2025Q1,GA0210015,8668640,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0210015,8668641,CT,,GA,,,MACON GA,,07/22/1995
2025Q1,GA0210016,8668642,CN,,,021,,,Bibb,07/22/1995
2025Q1,GA0210017,8668643,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0210017,8668644,CT,,GA,,,MACON GEORGIA,,07/22/1995
2025Q1,GA0210021,9014517,CN,,,021,,,Bibb,06/19/2019
2025Q1,GA0210022,9014518,CN,,,021,,,Bibb,06/19/2019
2025Q1,GA0210024,9014519,CN,,,021,,,Bibb,06/19/2019
2025Q1,GA0210025,8668648,CN,,,021,,,Bibb,01/19/2000
2025Q1,GA0210032,8668650,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0210033,8668651,CN,,,021,,,Bibb,07/22/1995
2025Q1,GA0210034,8668652,CN,,,021,,,Bibb,08/19/2000
2025Q1,GA0210034,8668653,CT,,GA,,,MACON,,08/19/2000
2025Q1,GA0210035,8668654,CN,,,021,,,Bibb,01/19/2000
2025Q1,GA0210036,8668655,CN,,,021,,,Bibb,07/22/1995
2025Q1,GA0210045,8668656,CN,,,011,,,Banks,07/22/1995
2025Q1,GA0210045,8668657,CT,,GA,,,MACON,,07/22/1995
2025Q1,GA0210049,8668658,CN,,,211,,,Morgan,07/22/1995
2025Q1,GA0210049,8668659,CT,,GA,,,MACON GA,,07/22/1995
2025Q1,GA0210050,8668660,CN,,,211,,,Morgan,07/22/1995
2025Q1,GA0210050,8668661,CT,,GA,,,MACON GA,,07/22/1995
2025Q1,GA0210051,8668662,CN,,,021,,,Bibb,08/19/2000
2025Q1,GA0210051,8668663,CT,,GA,,,MACON,,08/19/2000
2025Q1,GA0210054,8668664,CN,,,211,,,Morgan,07/22/1995
2025Q1,GA0210055,8668665,CN,,,021,,,Bibb,07/22/1995
2025Q1,GA0210056,8668666,CN,,,021,,,Bibb,07/22/1995
2025Q1,GA0210057,8995994,CN,,,021,,,Bibb,11/28/2011
2025Q1,GA0210062,8668668,CN,,,021,,,Bibb,07/22/1995
2025Q1,GA0210065,8668669,CN,,,021,,,Bibb,01/19/2000
2025Q1,GA0210065,8668670,CT,,GA,,,MACON,,01/19/2000
2025Q1,GA0210074,8668671,CN,,,021,,,Bibb,07/22/1995
2025Q1,GA0210075,9109881,CN,,,021,,,Bibb,03/20/2025
2025Q1,GA0210076,9014520,CN,,,021,,,Bibb,06/19/2019
2025Q1,GA0210078,9109882,CN,,,021,,,Bibb,03/20/2025
2025Q1,GA0210079,8694382,CN,,,021,,,Bibb,08/19/2000
2025Q1,GA0210079,8694383,CT,,GA,,,MACON,,08/19/2000
2025Q1,GA0230000,9111130,CN,,,023,,,Bleckley,03/20/2025
2025Q1,GA0230000,9111131,CT,,GA,,,COCHRAN,,03/20/2025
2025Q1,GA0230001,8863649,CT,,GA,,,COCHRAN,,11/29/2010
2025Q1,GA0230001,8863653,CN,,,023,,,Bleckley,11/29/2010
2025Q1,GA0230002,8694386,CN,,,023,,,Bleckley,07/22/1995
2025Q1,GA0230003,9111129,CT,,GA,,,COCHRAN,,03/20/2025
2025Q1,GA0230003,9111132,CN,,,023,,,Bleckley,03/20/2025
2025Q1,GA0230004,8696343,CN,,,023,,,Bleckley,07/22/1995
2025Q1,GA0230005,8696344,CN,,,023,,,Bleckley,07/22/1995
2025Q1,GA0230007,8696345,CN,,,023,,,Bleckley,07/22/1995
2025Q1,GA0230015,8696346,CN,,,023,,,Bleckley,07/22/1995
2025Q1,GA0230019,8696347,CN,,,023,,,Bleckley,07/22/1995
2025Q1,GA0230021,8978031,CN,,,023,,,Bleckley,08/22/2006
2025Q1,GA0230023,8696349,CN,,,023,,,Bleckley,07/22/1995
2025Q1,GA0230025,8696350,CN,,,023,,,Bleckley,08/19/2000
2025Q1,GA0230025,8696351,CT,,GA,,,COCHRAN,,08/19/2000
2025Q1,GA0230026,8614663,CN,,,023,,,Bleckley,02/20/2013
2025Q1,GA0230027,8647419,CN,,,023,,,Bleckley,11/15/2017
2025Q1,GA0230028,9118798,CN,,,023,,,Bleckley,03/20/2025
2025Q1,GA0250000,9111133,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250006,9111137,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250002,9111134,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250003,9111135,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250004,9111136,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250007,8696353,CN,,,213,,,Murray,07/22/1995
2025Q1,GA0250007,8696354,CT,,GA,,,HOBOKEN GA,,07/22/1995
2025Q1,GA0250008,8696355,CN,,,213,,,Murray,07/22/1995
2025Q1,GA0250010,8696356,CN,,,013,,,Barrow,07/22/1995
2025Q1,GA0250014,9111138,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250014,9111139,CT,,GA,,,NAHUNTA,,03/20/2025
2025Q1,GA0250016,8696357,CN,,,213,,,Murray,07/22/1995
2025Q1,GA0250017,8696358,CN,,,213,,,Murray,07/22/1995
2025Q1,GA0250018,8696359,CN,,,213,,,Murray,07/22/1995
2025Q1,GA0250019,9111140,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250020,9111141,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250021,9111142,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250022,9111143,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250022,9111144,CT,,GA,,,WAYNESVILLE,,03/20/2025
2025Q1,GA0250023,9111145,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250026,9117864,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250027,9117871,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250028,9117872,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250029,9102024,CN,,,025,,,Brantley,03/20/2025
2025Q1,GA0250029,9102025,CT,,GA,,,HORTENSE,,03/20/2025
2025Q1,GA0270000,9111146,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0270000,9111147,CT,,GA,,,BARWICK,,03/20/2025
2025Q1,GA0270001,9111148,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0270002,9111149,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0270002,9111150,CT,,GA,,,QUITMAN,,03/20/2025
2025Q1,GA0270004,8696364,CN,,,027,,,Brooks,07/22/1995
2025Q1,GA0270005,8696365,CN,,,027,,,Brooks,01/19/2000
2025Q1,GA0270006,9111151,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0270007,9111152,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0270008,8696366,CN,,,027,,,Brooks,07/22/1995
2025Q1,GA0270009,9111153,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0270010,9111154,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0270011,9111155,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0270027,9111156,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0270028,9111157,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0270028,9111158,CT,,GA,,,QUITMAN,,03/20/2025
2025Q1,GA0270029,9111159,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0270029,9111160,CT,,GA,,,VALDOSTA,,03/20/2025
2025Q1,GA0270030,8983673,CN,,,027,,,Brooks,08/24/2015
2025Q1,GA0270031,8696372,CN,,,027,,,Brooks,07/22/1995
2025Q1,GA0270032,8910864,CN,,,027,,,Brooks,05/26/2011
2025Q1,GA0270033,8891083,CT,,GA,,,QUITMAN,,11/16/2007
2025Q1,GA0270033,8891084,CN,,,027,,,Brooks,11/16/2007
2025Q1,GA0270034,8696374,CN,,,027,,,Brooks,01/19/2000
2025Q1,GA0270035,8696376,CN,,,027,,,Brooks,07/22/1995
2025Q1,GA0270036,9111161,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0270037,9111162,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0270038,9111163,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0270039,9114737,CN,,,027,,,Brooks,03/20/2025
2025Q1,GA0290000,9111164,CN,,,029,,,Bryan,03/20/2025
2025Q1,GA0290000,9111165,CT,,GA,,,RICHMOND HILL,,03/20/2025
2025Q1,GA0290001,9111166,CN,,,029,,,Bryan,03/20/2025
2025Q1,GA0290001,9111167,CT,,GA,,,PEMBROKE,,03/20/2025
2025Q1,GA0290002,9111168,CN,,,029,,,Bryan,03/20/2025
2025Q1,GA0290002,9111169,CT,,GA,,,PEMBROKE,,03/20/2025
2025Q1,GA0290003,9111170,CN,,,029,,,Bryan,03/20/2025
2025Q1,GA0290004,9111171,CN,,,029,,,Bryan,03/20/2025
2025Q1,GA0290005,9111172,CN,,,029,,,Bryan,03/20/2025
2025Q1,GA0290006,9111173,CN,,,029,,,Bryan,03/20/2025
2025Q1,GA0290008,9111174,CN,,,029,,,Bryan,03/20/2025
2025Q1,GA0290009,9111175,CN,,,029,,,Bryan,03/20/2025
2025Q1,GA0290010,9111176,CN,,,029,,,Bryan,03/20/2025
2025Q1,GA0290011,9111177,CN,,,029,,,Bryan,03/20/2025
2025Q1,GA0290012,8988513,CN,,,029,,,Bryan,05/18/2007
2025Q1,GA0290013,9111178,CN,,,029,,,Bryan,03/20/2025
