SUBMISSIONYEARQUARTER,PWSID,FACILITY_ID,FACILITY_NAME,STATE_FACILITY_ID,FACILITY_ACTIVITY_CODE,FACILITY_DEACTIVATION_DATE,FACILITY_TYPE_CODE,SUBMISSION_STATUS_CODE,IS_SOURCE_IND,WATER_TYPE_CODE,AVAILABILITY_CODE,SELLER_TREATMENT_CODE,SELLER_PWSID,SELLER_PWS_NAME,FILTRATION_STATUS_CODE,IS_SOURCE_TREATED_IND,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA0010000,10157,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010000,2,102 NW PARK AVE WELL #1 PLANT,201,I,04/04/2010,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010000,22394,WEST INDUSTRIAL PARK WELL #5,105,A,,WL,Y,Y,GW,P,,,,,,03/01/2012,03/20/2025
2025Q1,GA0010000,22395,WEST INDUSTRIAL PARK WELL #5 PLANT,205,A,,TP,Y,N,,,,,,,,03/01/2012,03/20/2025
2025Q1,GA0010000,3299,465 FAIR ST WELL #3 PLANT,203,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010000,3595,267 FORST IND. BLVD. WELL #4 PLANT,204,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010000,4050,102 NW PARK AVE WELL #1,101,I,05/04/2010,WL,Y,Y,GW,O,,,,,Y,,03/20/2025
2025Q1,GA0010000,4051,465 FAIR ST WELL #3,103,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0010000,4052,267 FORST IND. BLVD. WELL #4,104,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0010001,10158,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010001,3300,TREATMENT PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010001,4053,WEST ROSS ROAD WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,11/15/2005,03/20/2025
2025Q1,GA0010001,4054,WEST ROSS ROAD WELL #2,102,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0010001,4055,EAST MARTIN STREET WELL #3,103,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0010002,10159,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010002,4,WELL #1 PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010002,4056,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,,,03/20/2025
2025Q1,GA0010003,10160,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010003,18800,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0010000,18797,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0010001,18798,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0010002,18799,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0010003,4057,HWY 15 WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0010003,5,WELL #1 PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010005,10161,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010005,18287,WELL #3,103,I,05/11/2011,WL,Y,Y,GW,E,,,,,Y,08/22/2006,03/20/2025
2025Q1,GA0010005,18801,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0010005,4058,BELOW COOLING TOWERS WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0010005,4059,LOWER PART OF FACILITY WELL #2,102,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0010005,6,WELL TREATMENT PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010006,10162,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010006,18802,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0010006,4060,HWY 15 SOUTH/BAXLEY WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0010006,4061,HWY 15 SOUTH/BAXLEY WELL #2,102,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0010006,7,HWY 15 SOUTH/BAXLEY WELL TREATMENT PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010008,101,DRILLED WELL #1,,I,07/01/1994,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA0010008,101T,DRILLED WELL #1,,I,07/01/1994,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA0010009,10164,DISTRIBUTION SYSTEM,950,I,05/14/2018,DS,Y,N,,,,,,,,,12/15/2020
2025Q1,GA0010009,4063,WELL #1,101,A,,WL,U,Y,GW,P,,,,,Y,,05/04/2018
2025Q1,GA0010009,9,DUNN'S LAKE RD WELL #1 PLANT,201,I,05/14/2018,TP,Y,N,,,,,,,,,12/15/2020
2025Q1,GA0010010,10165,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,02/24/2015
2025Q1,GA0010010,17897,WELL #1 PLANT,201,A,,TP,Y,N,,,,,,,,,02/24/2015
2025Q1,GA0010010,17898,WELL #2 PLANT,202,A,,TP,Y,N,,,,,,,,,02/24/2015
2025Q1,GA0010010,18804,IDSE DISTRIBUTION SYSTEM,9999,A,,DS,Y,N,,,,,,,,05/18/2007,02/24/2015
2025Q1,GA0010010,4064,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,,02/24/2015
2025Q1,GA0010010,4065,WELL #2,102,A,,WL,Y,Y,GW,P,,,,,Y,,02/24/2015
2025Q1,GA0010011,10166,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010011,22252,LOWER PART OF FACILITY WELL#3 PLANT,203,A,,TP,Y,N,,,,,,,,08/18/2011,03/20/2025
2025Q1,GA0010011,4066,LOWER PART OF FACILITY WELL #3,103,A,,WL,Y,Y,GW,P,,,,,N,,03/20/2025
2025Q1,GA0010012,1,BORED 36 INCH,,I,01/01/1982,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA0010012,1T,BORED 36 INCH,,I,01/01/1982,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA0010016,10,WELL TREATMENT PLANT,,I,10/04/2005,TP,Y,N,,P,,,,,,,12/27/2001
2025Q1,GA0010016,10167,DISTRIBUTION SYSTEM,,I,10/04/2005,DS,Y,N,,P,,,,,,,01/19/2000
2025Q1,GA0010016,4067,WELL #1,,I,10/04/2005,WL,Y,Y,GW,P,,,,,Y,,03/14/2002
2025Q1,GA0010016,4068,WELL #2,,I,10/04/2005,WL,Y,Y,GW,P,,,,,Y,,03/14/2002
2025Q1,GA0010017,1,04DW00000000000,,I,01/01/1984,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA0010017,1T,04DW00000000000,,I,01/01/1984,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA0010017,2,04DW00000000000,,I,01/01/1984,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA0010017,2T,04DW00000000000,,I,01/01/1984,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA0010019,10169,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010019,12,WELL #1 PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010019,4070,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,,,03/20/2025
2025Q1,GA0010031,1,DRILLED WELL 1,,I,03/01/1988,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0010031,2,DRILLED WELLS,,I,03/01/1988,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0010034,10171,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,05/19/2009
2025Q1,GA0010034,13,WELL #1 PLANT,201,A,,TP,Y,N,,,,,,,,,05/19/2009
2025Q1,GA0010034,4072,US HWY 1 SOUTH WELL #1,101,A,,WL,Y,Y,GW,P,,,,,,,05/19/2009
2025Q1,GA0010035,1,DRILLED 4 INCH,,I,01/01/1984,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0010042,101,DRILLED WELL # 1,,I,01/01/1994,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0010043,10173,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010043,14,WELL #1 PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010043,18805,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0010043,23049,WELL #2,102,A,,WL,Y,Y,GW,P,,,,,Y,11/23/2016,03/20/2025
2025Q1,GA0010043,23051,WELL #2 PLANT,202,A,,TP,Y,N,,,,,,,,11/23/2016,03/20/2025
2025Q1,GA0010043,4074,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,,,03/20/2025
2025Q1,GA0010044,10174,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0010044,4075,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,N,,03/20/2025
2025Q1,GA0030000,10176,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0030000,15,WELL #1 PLANT,201,I,12/31/2003,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA0030000,17267,KING/CADY BAG WELL #3,103,A,,WL,Y,Y,GW,P,,,,,Y,11/15/2005,03/20/2025
2025Q1,GA0030000,17355,COURT ST WELL #4,104,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0030000,17356,COURT ST WELL PLANT,204,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0030000,18806,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0030000,2525,LOTT ST WELL PLANT,202,I,11/30/2006,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0030000,4078,LOTT ST WELL #2,102,I,11/30/2006,WL,Y,Y,GW,E,,,,,Y,,03/20/2025
2025Q1,GA0030001,10177,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0030001,16,WELL #1 AND #2 PLANT PETERSON ST. SOUTH,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0030001,18807,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0030001,24042,TREATMENT PLANT WELL #4,204,A,,TP,Y,N,,,,,,,,12/20/2022,03/20/2025
2025Q1,GA0030001,2526,COFFEE AVE WELL PLANT,202,I,05/03/2017,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0030001,3301,SPRINGHEAD RD WELL PLANT,203,I,05/03/2017,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0030001,4079,WELL #1 MCCRANIE AVENUE,101,I,03/13/2023,WL,Y,Y,GW,E,,,,,Y,,03/20/2025
2025Q1,GA0030001,4080,WELL #2 PETERSON STREET SOUTH,102,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0030001,4081,WELL # 3 SPRINGHEAD ROAD,103,I,05/03/2017,WL,Y,Y,GW,O,,,,,Y,,03/20/2025
2025Q1,GA0030003,101,DEEP WELLS,,I,12/01/1996,WL,Y,Y,GW,P,,,,,U,,02/18/1998
2025Q1,GA0030003,301,DRILLED WELL #1,,I,12/01/1996,SS,Y,N,GW,,,,,,,,02/18/1998
2025Q1,GA0030004,15843,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0030004,15844,MANSEL RD WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0030004,15845,MANSEL RD WELL #1 PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0030005,16112,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0030005,16113,BENT RD WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0030005,16115,BENT PINE RD WELL #1 PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0030006,16230,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0030006,16232,SPIKE ROAD WELL #3,103,A,,WL,Y,Y,GW,E,,,,,Y,,03/20/2025
2025Q1,GA0030006,16950,SPIKE ROAD WELL #3 PLANT,203,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0030006,16951,SPIKE ROAD/LEFT WELL #2,102,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0030006,16952,SPIKE ROAD/LEFT WELL #2 PLANT,202,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0050000,10179,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0050000,18811,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0050000,2527,CHURCH STREET WELL PLANT,202,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0050000,3302,FLASH FOODS WELL PLANT,203,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0050000,3596,14TH STREET WELL PLANT,204,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0050000,4086,CHURCH STREET WELL,102,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0050000,4087,FLASH FOODS WELL,103,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0050000,4088,14TH STREET WELL,104,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0050001,10180,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0050001,17607,"WELL# 2, NW OF PLANT",102,A,,WL,Y,Y,GW,E,,,,,Y,,03/20/2025
2025Q1,GA0050001,18,TREATMENT PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0050001,18812,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0050001,4089,"WELL #1, PLANT",101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0050002,1,D WELL #1,,I,01/01/1982,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0050003,10181,DISTRIBUTION SYSTEM,,I,03/01/2003,DS,Y,N,,P,,,,,,,01/19/2000
2025Q1,GA0050003,4090,WELL #1,,I,03/01/2003,WL,Y,Y,GW,P,,,,,N,,09/30/2005
2025Q1,GA0050003,4091,WELL #2,,I,03/01/2003,WL,Y,Y,GW,P,,,,,N,,09/30/2005
2025Q1,GA0050004,101,DRILLED WELL #1,,I,03/01/1993,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA0050004,101T,DRILLED WELL #1,,I,03/01/1993,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA0050007,10183,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0050007,18813,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0050007,4093,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,N,,03/20/2025
2025Q1,GA0050008,10184,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,11/15/2017
2025Q1,GA0050008,18814,IDSE DISTRIBUTION SYSTEM,9999,I,06/29/2017,DS,Y,N,,,,,,,,05/18/2007,11/15/2017
2025Q1,GA0050008,20,HWY 32E ALMA/BENNETTSTILL RD PLANT#1,201,A,,TP,Y,N,,,,,,,,,11/15/2017
2025Q1,GA0050008,4094,HWY 32E WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,,11/15/2017
2025Q1,GA0050017,1,WELL,,I,01/01/1980,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0050020,1,WELL 4 INCH,,I,01/01/1984,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0050021,24071,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,02/15/2023,03/20/2025
2025Q1,GA0050021,24072,WELL #1 TREATMENT PLANT,201,A,,TP,Y,N,,,,,,,,02/15/2023,03/20/2025
2025Q1,GA0050021,24073,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,02/15/2023,03/20/2025
2025Q1,GA0050022,24132,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,08/10/2023,03/20/2025
2025Q1,GA0050023,24269,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,02/11/2025,03/20/2025
2025Q1,GA0050023,24270,TREATMENT PLANT,201,A,,TP,Y,N,,,,,,,,02/11/2025,03/20/2025
2025Q1,GA0050023,24271,DISTRIBUTION,950,A,,DS,Y,N,,,,,,,,02/11/2025,03/20/2025
2025Q1,GA0070000,10185,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0070000,18815,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0070000,21,W BROAD AVE/HWY 91 WELL #1 PLANT,201,I,10/13/1999,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA0010005,18288,WELL #3 PLANT,203,I,05/11/2011,TP,Y,N,,,,,,,,08/22/2006,03/20/2025
2025Q1,GA0030004,18379,HERTIAGE HILL RD WELL #2,102,A,,WL,Y,Y,GW,P,,,,,Y,08/22/2006,03/20/2025
2025Q1,GA0030004,18380,HERTIAGE HILL RD WELL #2 TREATMENT PLANT,202,A,,TP,Y,N,,,,,,,,08/22/2006,03/20/2025
2025Q1,GA0010009,18803,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/28/2008,12/15/2020
2025Q1,GA0010047,23100,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,02/21/2018,03/20/2025
2025Q1,GA0010047,23101,WELL #1 TREATMENT PLANT,201,A,,TP,Y,N,,,,,,,,02/21/2018,03/20/2025
2025Q1,GA0010047,23102,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,02/21/2018,03/20/2025
2025Q1,GA0030000,17268,KING/CADY BAG WELL PLANT,203,A,,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA0030000,4077,WELL #1,101,I,12/31/2003,WL,Y,Y,GW,P,,,,,Y,11/15/2005,03/20/2025
2025Q1,GA0030006,16231,WELL #1,101,I,02/27/2002,WL,Y,Y,GW,P,,,,,N,11/15/2005,03/20/2025
2025Q1,GA0050000,17,12TH STREET WELL PLANT,201,I,10/13/1999,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA0050000,4085,12TH STREET WELL,101,I,10/13/1999,WL,Y,Y,GW,O,,,,,,11/15/2005,03/20/2025
2025Q1,GA0030001,24041,WELL # 4,104,A,,WL,Y,Y,GW,P,,,,,Y,12/20/2022,03/20/2025
2025Q1,GA0030004,18808,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0030005,18809,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0030006,18810,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0030008,24151,WELL 1,101,A,,WL,Y,Y,GW,P,,,,,Y,02/28/2024,03/20/2025
2025Q1,GA0030008,24152,TREATMENT PLANT,201,A,,TP,Y,N,,,,,,,,02/28/2024,03/20/2025
2025Q1,GA0030008,24153,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,02/28/2024,03/20/2025
2025Q1,GA0050022,24133,TREATMENT PLANT #1,201,A,,TP,Y,N,,,,,,,,08/10/2023,03/20/2025
2025Q1,GA0050022,24134,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,08/10/2023,03/20/2025
2025Q1,GA0070000,2528,WELL #2 PLANT,202,I,10/13/1999,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA0070000,3303,NEWTON WATER TREATMENT PLANT,203,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0070000,4095,WELL #1,101,I,10/13/1999,WL,Y,Y,GW,O,,,,,,11/15/2005,03/20/2025
2025Q1,GA0070000,4096,WELL #2,102,I,10/13/1999,WL,Y,Y,GW,O,,,,,,11/15/2005,03/20/2025
2025Q1,GA0070000,4097,BROAD AVE/HWY 91-CLOSEST WP WELL #3,103,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0070000,4098,BROAD AVE/HWY 91-FARTHEST WELL #4,104,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0070005,15831,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0070005,15832,RESEARCH CENTER WELL,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0070005,15833,RESEARCH CENTER WELL PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0070005,17742,NE OF TRMNT FAC - BACKUP WELL,102,I,12/11/2023,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0070005,18816,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0070006,15834,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0070006,15835,BEHIND EDUCATION COMPLEX WELL,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0070006,15836,DORM WELL PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0070006,18817,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0090000,10186,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0090000,10187,MILLEDGEVILLE,101,A,,CC,Y,Y,SW,P,F,GA0090001,MILLEDGEVILLE,FIL,N,,03/20/2025
2025Q1,GA0090000,18818,IDSE DISTRIBUTION SYSTEM,8001,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0090001,10188,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0090001,10189,OCONEE RIVER (LAMAR F HAM PLANT),101,A,,IN,Y,Y,SW,P,,,,FIL,Y,,03/20/2025
2025Q1,GA0090001,10190,OCONEE RIVER (JAMES E BAUGH PLANT),102,A,,IN,Y,Y,SW,P,,,,FIL,Y,,03/20/2025
2025Q1,GA0090001,18819,IDSE DISTRIBUTION SYSTEM,8001,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0090001,22,LAMAR HAM PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0090001,2529,JAMES BAUGH WATER PLANT,202,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0090002,101,DRILLED WELL #1,,I,09/01/1995,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA0090002,101T,DRILLED WELL #1,,I,09/01/1995,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA0090004,1T,DRILLED WELL #1,,I,04/01/1990,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA0090010,1,00DW00000000000,,I,01/01/1980,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA0070005,24137,WELL #3,103,A,,WL,Y,Y,GW,P,,,,,Y,12/21/2023,03/20/2025
2025Q1,GA0070006,23833,WELL #2,102,A,,WL,Y,Y,GW,P,,,,,Y,12/15/2020,03/20/2025
2025Q1,GA0090000,21277,SINCLAIR WATER AUTHORITY,102,A,,CC,Y,Y,SW,P,F,GA2370087,SINCLAIR WATER AUTHORITY,FIL,N,08/20/2016,03/20/2025
2025Q1,GA0090000,23641,MILLEDGEVILLE PURCHASED #2,103,A,,CC,Y,Y,SW,E,F,GA0090001,MILLEDGEVILLE,,N,11/12/2019,03/20/2025
2025Q1,GA0090000,23642,MILLEDGEVILLE PURCHASED #3,104,A,,CC,Y,Y,SW,E,F,GA0090001,MILLEDGEVILLE,,N,11/12/2019,03/20/2025
2025Q1,GA0090000,23643,MILLEDGEVILLE PURCHASE #4,105,A,,CC,Y,Y,SW,E,F,GA0090001,MILLEDGEVILLE,,N,11/12/2019,03/20/2025
2025Q1,GA0090004,1,DRILLED WELL #1,,I,04/01/1990,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA0090006,101,OCONEE RIVER,,I,10/01/1994,IN,Y,Y,SW,P,,,,,Y,,07/22/1995
2025Q1,GA0090006,101T,OCONEE RIVER,,I,10/01/1994,TP,Y,N,SW,P,,,,,,,07/22/1995
2025Q1,GA0090007,101,DRILLED WELL,,I,04/01/1993,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA0090007,101T,DRILLED WELL,,I,04/01/1993,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA0090008,1,DRILLED WELL 1,,I,01/01/1990,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0090008,2,DRILLED WELL #1,,I,01/01/1990,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0090010,1T,00DW00000000000,,I,01/01/1980,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA0090010,2,GA2050036#02,,I,01/01/1980,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0090010,3,GA2050036#03,,I,01/01/1980,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0090010,4,GA2050036#04,,I,01/01/1980,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0090018,1,DRILLED WELL #1,,I,11/01/1991,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
