SUBMISSIONYEARQUARTER,PWSID,FACILITY_ID,FACILITY_NAME,STATE_FACILITY_ID,FACILITY_ACTIVITY_CODE,FACILITY_DEACTIVATION_DATE,FACILITY_TYPE_CODE,SUBMISSION_STATUS_CODE,IS_SOURCE_IND,WATER_TYPE_CODE,AVAILABILITY_CODE,SELLER_TREATMENT_CODE,SELLER_PWSID,SELLER_PWS_NAME,FILTRATION_STATUS_CODE,IS_SOURCE_TREATED_IND,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA0450016,10713,DISTRIBUTION SYSTEM,,I,07/01/2001,DS,Y,N,,P,,,,,,,01/19/2000
2025Q1,GA0450016,2622,WELL #2 PLANT,,I,07/01/2001,TP,Y,N,,P,,,,,,,12/27/2001
2025Q1,GA0450016,360,WELL #1 PLANT,,I,07/01/2001,TP,Y,N,,P,,,,,,,12/27/2001
2025Q1,GA0450016,4747,WELL #1,,I,07/01/2001,WL,Y,Y,GW,P,,,,,Y,,05/15/2004
2025Q1,GA0450016,4749,WELL #2,,I,07/01/2001,WL,Y,Y,GW,P,,,,,Y,,05/15/2004
2025Q1,GA0450017,10714,DISTRIBUTION SYSTEM,,I,01/01/2001,DS,Y,N,,P,,,,,,,01/19/2000
2025Q1,GA0450017,2623,WELL #2 PLANT,,I,01/01/2001,TP,Y,N,,P,,,,,,,12/27/2001
2025Q1,GA0450017,4751,WELL #2,,I,01/01/2001,WL,Y,Y,GW,P,,,,,Y,,12/23/2003
2025Q1,GA0450018,1,D WELL #1,,I,01/01/1984,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450019,10715,DISTRIBUTION SYSTEM,,I,12/01/2001,DS,Y,N,,P,,,,,,,01/19/2000
2025Q1,GA0450019,4752,WELL #1,,I,12/01/2001,WL,Y,Y,GW,P,,,,,N,,09/22/2004
2025Q1,GA0450020,1,DRILLED WELL #1,,I,08/01/1992,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450021,101,DRILLED WELL #1,,I,06/01/1993,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450027,1,6 INCH DRILLED,,I,06/01/1988,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450028,10718,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0450028,2624,WELL #2 PLANT,202,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0450028,362,WELL #1 PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0450028,4755,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,,,03/20/2025
2025Q1,GA0450028,4756,WELL #2,102,A,,WL,Y,Y,GW,P,,,,,,,03/20/2025
2025Q1,GA0450031,1,06DW00000000025,,I,06/01/1988,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA0450031,1T,06DW00000000025,,I,06/01/1988,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA0450032,10719,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0450032,19078,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0450032,363,WELL TREATMENT PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0450032,4759,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,,,03/20/2025
2025Q1,GA0450032,4760,WELL #2,102,A,,WL,Y,Y,GW,P,,,,,,,03/20/2025
2025Q1,GA0450035,1,06DW00000000020,,I,06/01/1988,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA0450035,1T,06DW00000000020,,I,06/01/1988,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA0450037,1,WELL,,I,02/01/1991,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450039,1,DRILLED WELLS,,I,12/01/1987,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450045,15016,STORAGE TANK,301,A,,ST,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0450043,1,DRILLED WELL 1,,I,04/01/1988,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450043,2,DRILLED WELLS,,I,04/01/1988,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450045,10724,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0450045,19079,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0450045,365,TREATMENT PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0450045,4765,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0450045,4766,WELL #2,102,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0450046,1,DRILLED WELL #1,,I,03/01/1992,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450047,1,DRILLED WELL 1,,I,02/01/1989,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450047,2,DRILLED WELLS,,I,02/01/1989,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450047,3,DRILLED WELL #1,,I,02/01/1989,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450049,1,06DW00000000020,,I,06/01/1988,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA0450049,1T,06DW00000000020,,I,06/01/1988,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA0450049,2,06DW00000000017,,I,06/01/1988,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA0450049,2T,06DW00000000017,,I,06/01/1988,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA0450050,1,DRILLED WELL 1,,I,12/01/1988,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450050,2,DRILLED WELL #1,,I,12/01/1988,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450051,101,DRILLED WELL #1,,I,08/01/1995,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450051,102,DRILLED WELL #2,,I,08/01/1995,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450051,103,DRILLED WELL #3,,I,08/01/1995,WL,Y,Y,GW,P,,,,,U,,08/29/1995
2025Q1,GA0450069,1,06DW00000000005,,I,01/01/1980,WL,Y,Y,GW,P,,,,,Y,,07/22/1995
2025Q1,GA0450069,1T,06DW00000000005,,I,01/01/1980,TP,Y,N,GW,P,,,,,,,07/22/1995
2025Q1,GA0450072,101,DRILLED WELL #1,,I,02/01/1998,WL,Y,Y,GW,P,,,,,Y,,11/18/1998
2025Q1,GA0450072,101T,DRILLED WELL #1,,I,02/01/1998,TP,Y,N,GW,P,,,,,,,11/18/1998
2025Q1,GA0450072,301,DRILLED WELL #1 PLANT,,I,02/01/1998,SS,Y,N,GW,,,,,,,,11/18/1998
2025Q1,GA0450075,1,DRILLED WELL 1,,I,03/01/1988,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450075,2,DRILLED WELLS,,I,03/01/1988,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450076,1,DRILLED WELL 1,,I,03/01/1988,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450076,2,DRILLED WELLS,,I,03/01/1988,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450078,10734,DISTRIBUTION SYSTEM,,I,12/01/1997,DS,Y,N,,P,,,,,,,08/19/2000
2025Q1,GA0450078,2626,WELL #2 PLANT,,I,12/01/1997,TP,Y,N,,P,,,,,,,08/19/2000
2025Q1,GA0450078,370,WELL #1 PLANT,,I,12/01/1997,TP,Y,N,,P,,,,,,,08/19/2000
2025Q1,GA0450078,4778,WELL #1,,I,12/01/1997,WL,Y,Y,GW,P,,,,,Y,,11/28/2000
2025Q1,GA0450078,4779,WELL #2,,I,12/01/1997,WL,Y,Y,GW,P,,,,,Y,,11/28/2000
2025Q1,GA0450079,101,DRILLED WELL #1,,I,09/01/1995,WL,Y,Y,GW,P,,,,,Y,,08/29/1995
2025Q1,GA0450079,101T,DRILLED WELL #1,,I,09/01/1995,TP,Y,N,GW,P,,,,,,,08/29/1995
2025Q1,GA0450080,1,DRILLED WELL,,I,03/01/1989,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450080,2,DRILLED WELL #1,,I,03/01/1989,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0450081,10737,DISTRIBUTION SYSTEM,,I,05/01/1999,DS,Y,N,,P,,,,,,,08/19/2000
2025Q1,GA0450081,4782,WELL #1,,I,05/01/1999,WL,Y,Y,GW,P,,,,,N,,03/14/2002
2025Q1,GA0450083,10739,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,12/16/2016
2025Q1,GA0450083,19080,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,12/15/2020
2025Q1,GA0450083,4784,TIMERLAKE TRAIL WELL #1,101,A,,WL,Y,Y,GW,P,,,,,N,,12/16/2016
2025Q1,GA0450083,4785,210 WEST OAK TRAIL WELL #2,102,I,10/30/2015,WL,Y,Y,GW,P,,,,,N,,12/16/2016
2025Q1,GA0450084,10740,DISTRIBUTION SYSTEM,,I,12/01/1997,DS,Y,N,,P,,,,,,,08/19/2000
2025Q1,GA0450084,373,WELL #1 PLANT,,I,12/01/1997,TP,Y,N,,P,,,,,,,08/19/2000
2025Q1,GA0450084,4786,WELL #1,,I,12/01/1997,WL,Y,Y,GW,P,,,,,Y,,11/28/2000
2025Q1,GA0450085,10741,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,06/06/2012
2025Q1,GA0450085,4787,WELL #1,101,A,,WL,Y,Y,GW,P,,,,,N,,06/06/2012
2025Q1,GA0450086,101,DEEP WELLS,,I,02/01/1996,WL,Y,Y,GW,P,,,,,Y,,03/11/1997
2025Q1,GA0450086,101T,DEEP WELLS,,I,02/01/1996,TP,Y,N,GW,P,,,,,,,03/11/1997
2025Q1,GA0470000,10743,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0470000,10744,TENNESSEE AMERICAN WATER CO.,103,A,,CC,Y,Y,SW,P,F,TN0000107,TENNESSEE AMERICAN WATER,FIL,N,,03/20/2025
2025Q1,GA0470000,10745,EASTSIDE UTILITY DISTRICT,104,A,,CC,Y,Y,SW,E,F,TN0000219,EASTSIDE UTILITY DISTRICT,FIL,N,,03/20/2025
2025Q1,GA0470000,10747,YATES SPRING,101,A,,SP,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0470000,19081,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0470000,21763,FORT OGLETHORPE CC,105,A,,CC,Y,Y,SW,E,N,GA0470001,FORT OGLETHORPE,,N,08/20/2009,03/20/2025
2025Q1,GA0470000,21764,RINGGOLD,106,A,,CC,Y,Y,SW,E,F,GA0470002,RINGGOLD,FIL,N,08/20/2009,03/20/2025
2025Q1,GA0470000,21765,LAFAYETTE,107,A,,CC,Y,Y,SW,E,F,GA2950002,LAFAYETTE,FIL,N,08/20/2009,03/20/2025
2025Q1,GA0470000,21766,WALKER CO RURAL AUTHORITY,108,A,,CC,Y,Y,GW,E,Y,GA2950014,WALKER CO. RURAL WATER AUTH.,,N,08/20/2009,03/20/2025
2025Q1,GA0470000,21767,DALTON UTILITIES,109,A,,CC,Y,Y,SW,E,F,GA3130000,DALTON UTILITIES,FIL,N,08/20/2009,03/20/2025
2025Q1,GA0470000,375,YATES SPRING PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0470001,10748,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0470001,10749,CATOOSA UTILITY DISTRICT,103,A,,CC,Y,Y,GW,E,Y,GA0470000,CATOOSA UTIL. DIST. AUTHORITY,,N,,03/20/2025
2025Q1,GA0470001,10750,WALKER COUNTY WATER AUTHORITY,104,A,,CC,Y,Y,SW,P,F,GA2950003,WALKER COUNTY WATER AUTHORITY,FIL,N,,03/20/2025
2025Q1,GA0470001,10751,TENNESSEE AMERICAN WATER CO.,105,A,,CC,Y,Y,SW,P,F,TN0000107,TENNESSEE AMERICAN WATER,FIL,N,,03/20/2025
2025Q1,GA0470001,19082,IDSE DISTRIBUTION SYSTEM,8007,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0470001,2628,WELL #2 PLANT,202,I,10/13/1999,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA0470001,376,WELL #1 PLANT,201,I,10/13/1999,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA0470001,4790,WELL #1,101,I,10/13/1999,WL,Y,Y,GW,O,,,,,,11/15/2005,03/20/2025
2025Q1,GA0470001,4791,WELL #2,102,I,10/13/1999,WL,Y,Y,GW,O,,,,,,11/15/2005,03/20/2025
2025Q1,GA0470002,10752,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0470002,10753,CHICKAMAUGA CREEK,101,A,,IN,Y,Y,SW,P,,,,FIL,,,03/20/2025
2025Q1,GA0470002,16403,CATOOSA UTILITY AUTH WATER SYSTEM,102,A,,CC,Y,Y,GW,E,Y,GA0470000,CATOOSA UTIL. DIST. AUTHORITY,,N,,03/20/2025
2025Q1,GA0470002,19083,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0470002,377,704 S DEPOT-RINGGOLD WATER PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0470004,101,DRILLED WELL #1,,I,10/01/1995,WL,Y,Y,GW,P,,,,,Y,,08/29/1995
2025Q1,GA0470004,101T,DRILLED WELL #1,,I,10/01/1995,TP,Y,N,GW,P,,,,,,,08/29/1995
2025Q1,GA0490000,10756,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0490000,19084,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0490000,2629,HOMELAND PARK WELL PLANT,202,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0490000,3321,HWY 252 WELL PLANT,203,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0490000,379,CITY HALL WELL PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0490000,4794,103 N FIRST ST-CITY HALL WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0490000,4795,3RD EXTENSION-HOMELAND PARK WELL,102,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0490000,4796,HWY 40 BY-PASS TF WELL #3,103,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0490001,10757,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0490001,16476,HWY 121S WELL #2,102,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0490001,19085,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0490001,380,HWY 121S TREATMENT PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0490001,4797,HWY 121S WELL #1,101,I,06/07/2017,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0490003,10758,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0490003,381,WELL #1 PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0490003,4798,HWY 177 WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0490004,10759,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,08/19/2014
2025Q1,GA0490004,382,WELL #1 PLANT,201,A,,TP,Y,N,,,,,,,,,08/19/2014
2025Q1,GA0490004,4799,HWY 121 SOUTH WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,,08/19/2014
2025Q1,GA0490005,10760,DISTRIBUTION SYSTEM,,I,07/01/1998,DS,Y,N,,P,,,,,,,08/19/2000
2025Q1,GA0490005,383,WELL #1 PLANT,,I,07/01/1998,TP,Y,N,,P,,,,,,,12/23/2000
2025Q1,GA0490005,4800,WELL #1,,I,07/01/1998,WL,Y,Y,GW,P,,,,,Y,,07/04/2001
2025Q1,GA0490007,1,DRILLED 4 INCH,,I,01/01/1982,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0490008,10761,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0490008,22113,WELL #2,102,A,,WL,Y,Y,GW,P,,,,,Y,11/29/2010,03/20/2025
2025Q1,GA0490008,384,WELL #1 PLANT,201,I,09/15/2010,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0490008,4801,HWY 121 SOUTH WELL #1,101,I,09/15/2010,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0490012,10762,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0490012,23088,WELL #1 TREATMENT PLANT,201,A,,TP,Y,N,,,,,,,,03/09/2017,03/20/2025
2025Q1,GA0490012,4802,WELL #1 HIGHWAY 121 SOUTH,101,A,,WL,Y,Y,GW,P,,,,,N,,03/20/2025
2025Q1,GA0490014,1,00DW00000000000,,I,01/01/1980,WL,Y,Y,GW,P,,,,,U,,07/22/1995
2025Q1,GA0490017,10763,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0490017,19086,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0490017,21643,CITY OF FOLKSTON,103,I,08/13/2013,CC,Y,Y,GW,P,Y,GA0490000,FOLKSTON,,N,03/13/2009,03/20/2025
2025Q1,GA0490017,2630,WELL #2 PLANT,202,I,11/22/2022,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0490017,385,BEHIND CITY HALL 607 PENNSYLVANIA AVE,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0490017,4803,CENTRAL/OHIO AVE  WELL #1,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0490017,4804,CENTRAL ST/OHIO AVE #2,102,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0490018,10764,DISTRIBUTION SYSTEM,,I,11/01/1998,DS,Y,N,,P,,,,,,,08/19/2000
2025Q1,GA0490018,4805,WELL #1,,I,11/01/1998,WL,Y,Y,GW,P,,,,,N,,09/05/2001
2025Q1,GA0490020,21627,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,03/13/2009,03/20/2025
2025Q1,GA0490020,21628,FOLKSTON WATER SYSTEM PURCHASE,101,A,,CC,Y,Y,GW,P,Y,GA0490000,FOLKSTON,,N,03/13/2009,03/20/2025
2025Q1,GA0490022,24154,WELL 1 INSIDE WELLHOUSE,101,A,,WL,Y,Y,GW,P,,,,,Y,02/28/2024,03/20/2025
2025Q1,GA0490022,24155,WELL 2 OUTSIDE WELLHOUSE,102,A,,WL,Y,Y,GW,P,,,,,Y,02/28/2024,03/20/2025
2025Q1,GA0490022,24156,TREATMENT PLANT 1,201,A,,TP,Y,N,,,,,,,,02/28/2024,03/20/2025
2025Q1,GA0490022,24157,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,02/28/2024,03/20/2025
2025Q1,GA0510000,10765,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510000,19087,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0510000,22947,SAVANNAH - MAIN PURCHASE,106,A,,CC,Y,Y,GW,E,Y,GA0510003,SAVANNAH-MAIN,,N,08/24/2015,03/20/2025
2025Q1,GA0510000,2631,US 17 WELL PLANT,202,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510000,3322,CHATHAM CITY WELL PLANT,203,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510000,3609,WELL #4 PLANT,204,I,10/13/1999,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA0510000,3755,2406 HWY 80 WELL PLANT,205,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510000,386,ROMMEL AVE WELL PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510000,4806,ROMMEL AVE/NELSON AVE WELL#1,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0510000,4807,BEHIND 55 MAIN ST WELL #2,102,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0510000,4808,AUGUSTA RD/ST JOSEPH AVE WELL #3,103,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0510000,4809,BACK CORNER/STATE FARMERS MKT WELL #4,104,I,10/13/1999,WL,Y,Y,GW,O,,,,,Y,11/15/2005,03/20/2025
2025Q1,GA0510000,4810,2406/HWY 80 WELL,105,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0510001,10766,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510001,15443,SAVANNAH I & D WATER SYSTEM,105,A,,CC,Y,Y,SW,P,F,GA0510004,SAVANNAH-I & D,FIL,N,,03/20/2025
2025Q1,GA0510001,19088,IDSE DISTRIBUTION SYSTEM,8008,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0510001,22821,WELL #6 QUACCO ROAD,106,A,,WL,Y,Y,GW,P,,,,,Y,09/06/2017,03/20/2025
2025Q1,GA0510001,22830,WELL #6 TREATMENT PLANT,206,A,,TP,Y,N,,,,,,,,09/06/2017,03/20/2025
2025Q1,GA0510001,2632,SKINNER RD WELL PLANT,202,I,02/06/2024,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510001,3323,SANGRENA DR WELL PLANT,203,I,11/13/2017,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510001,387,S.W. HWY 80 WELL PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510001,4811,WELL # 1 NEAR CITY HALL/SW HWY 80 WELL,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0510001,4812,WELL #2 JOE BAKER PARK/SKINNER RD WELL,102,I,02/06/2024,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0510001,4813,WELL #3 409--411 SANGRENA DR WELL,103,I,11/13/2017,WL,Y,Y,GW,E,,,,,Y,,03/20/2025
2025Q1,GA0510001,4814,WELL #4 BEHIND 411 SNGRENA DRIVE,104,I,11/13/2017,WL,Y,Y,GW,E,,,,,Y,,03/20/2025
2025Q1,GA0510002,10767,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510002,17601,WELL #3 RIDE SHARE 21/95,103,A,,WL,Y,Y,GW,E,,,,,Y,,03/20/2025
2025Q1,GA0510002,17602,WELL #3 PLANT,203,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510002,17603,SAVANNAH I & D,104,A,,CC,Y,Y,SW,P,F,GA0510004,SAVANNAH-I & D,FIL,N,,03/20/2025
2025Q1,GA0510002,19089,IDSE DISTRIBUTION SYSTEM,9999,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0510002,2633,ANTRIM ST WELL PLANT,202,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510002,388,APPLEBY RD WELL PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510002,4815,APPLEBY RD WELL,101,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0510002,4816,ANTRIM ST WELL,102,A,,WL,Y,Y,GW,P,,,,,Y,,03/20/2025
2025Q1,GA0510003,10768,DISTRIBUTION SYSTEM,950,A,,DS,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,19090,IDSE DISTRIBUTION SYSTEM,8009,I,05/02/2018,DS,Y,N,,,,,,,,05/18/2007,03/20/2025
2025Q1,GA0510003,23530,SAVANNAH-I&D PURCHASE,117,A,,CC,Y,Y,SW,E,F,GA0510004,SAVANNAH-I & D,,N,11/21/2018,03/20/2025
2025Q1,GA0510003,2634,STILES/GWINNETT WELL PLANT,202,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,3324,CITY LOT WELL PLANT,203,I,09/01/2023,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,3611,GWINNETT/I-16 WELL PLANT,204,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,3756,WHITAKER/PARK WELL PLANT,205,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,3825,WELL #6 PLANT,206,I,10/13/1999,TP,Y,N,,,,,,,,11/15/2005,03/20/2025
2025Q1,GA0510003,3871,VICTORY/WATERS WELL PLANT,207,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,389,WALTZ DR WELL PLANT,201,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,3898,EDGEWOOD/PIERPONT WELL PLANT,208,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,3915,COLUMBUS/ABERCORN WELL PLANT,209,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,3930,AUGUSTA/LATHROP WELL PLANT,210,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,3936,PENNSYLVANIA/HARRISON WELL PLANT,211,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,3944,35TH/LINCOLN WELL PLANT,212,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,3950,MONTGOMERY CROSSROADS WELL PLANT,213,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,3954,WINDSOR/BRIARCLIFF WELL PLANT,214,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,3961,LARGO/TIBET WELL PLANT,215,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,3966,SHIPYARD/WALSTORM WELL PLANT,216,I,03/09/2020,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,4000,LARGO/BERKSHIRE WELL PLANT,223,A,,TP,Y,N,,,,,,,,,03/20/2025
2025Q1,GA0510003,4010,GAMBLE/ACL WELL PLANT,225,A,,TP,Y,N,,,,,,,,,03/20/2025
