SUBMISSIONYEARQUARTER,PWSID,SERVICE_AREA_TYPE_CODE,IS_PRIMARY_SERVICE_AREA_CODE,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA2210066,SU,Y,11/15/2005,03/20/2025
2025Q1,GA2230000,MU,Y,,03/20/2025
2025Q1,GA2230001,MU,Y,,03/20/2025
2025Q1,GA2230002,MU,Y,,03/20/2025
2025Q1,GA2230006,RA,,,07/22/1995
2025Q1,GA2230007,RA,,,07/22/1995
2025Q1,GA2230008,RA,Y,,07/22/1995
2025Q1,GA2230012,DC,Y,,07/22/1995
2025Q1,GA2230018,RA,,,07/22/1995
2025Q1,GA2230022,MH,Y,,07/22/1995
2025Q1,GA2230034,PA,Y,,07/22/1995
2025Q1,GA2230037,RA,,,07/22/1995
2025Q1,GA2230038,RS,,,07/22/1995
2025Q1,GA2230047,MH,Y,,07/22/1995
2025Q1,GA2250000,MU,Y,,03/20/2025
2025Q1,GA2250001,MU,Y,,03/20/2025
2025Q1,GA2250002,IA,Y,,07/22/1995
2025Q1,GA2250003,MP,Y,,03/20/2025
2025Q1,GA2250005,MP,Y,,11/16/2007
2025Q1,GA2250006,RS,Y,,05/22/2001
2025Q1,GA2250008,MP,Y,,05/18/2010
2025Q1,GA2250009,RS,Y,,08/25/2008
2025Q1,GA2250011,SK,Y,,05/04/2018
2025Q1,GA2250012,MP,Y,,12/23/2000
2025Q1,GA2250014,RA,,,07/22/1995
2025Q1,GA2250017,HM,Y,,07/22/1995
2025Q1,GA2250019,PA,Y,,03/20/2025
2025Q1,GA2250020,SK,Y,,07/22/1995
2025Q1,GA2250021,IA,Y,,03/20/2025
2025Q1,GA2250024,RS,Y,,06/20/2024
2025Q1,GA2250026,OA,,,07/22/1995
2025Q1,GA2250027,SS,,,07/22/1995
2025Q1,GA2250029,SK,Y,,02/15/2019
2025Q1,GA2250030,SK,Y,,02/15/2019
2025Q1,GA2250031,SK,Y,,08/14/2019
2025Q1,GA2250032,IA,Y,,07/22/1995
2025Q1,GA2250033,RA,Y,02/13/2007,05/13/2016
2025Q1,GA2250033,SR,,02/13/2007,05/13/2016
2025Q1,GA2250034,OT,Y,02/25/2008,08/25/2008
2025Q1,GA2250035,OT,Y,02/25/2008,08/25/2008
2025Q1,GA2250039,OT,Y,08/16/2018,03/20/2025
2025Q1,GA2270000,MU,Y,,03/20/2025
2025Q1,GA2270001,OA,,,07/22/1995
2025Q1,GA2270002,MU,Y,,03/20/2025
2025Q1,GA2270003,HA,Y,,03/20/2025
2025Q1,GA2270004,SU,Y,,03/20/2025
2025Q1,GA2270005,IA,Y,,07/22/1995
2025Q1,GA2270006,PA,Y,,03/20/2025
2025Q1,GA2270007,SK,Y,,03/20/2025
2025Q1,GA2270008,SK,Y,,03/20/2025
2025Q1,GA2270010,RS,Y,,07/22/1995
2025Q1,GA2270012,OR,Y,,07/22/1995
2025Q1,GA2270014,DC,Y,,07/22/1995
2025Q1,GA2270017,RS,Y,,01/19/2002
2025Q1,GA2270018,RS,Y,,11/16/2007
2025Q1,GA2270019,SU,Y,,03/29/2019
2025Q1,GA2270020,RE,Y,,08/22/2006
2025Q1,GA2290000,MU,Y,,03/20/2025
2025Q1,GA2290001,MU,Y,,03/20/2025
2025Q1,GA2290004,MP,Y,,03/20/2025
2025Q1,GA2290005,SU,Y,,03/20/2025
2025Q1,GA2290021,RA,,,07/22/1995
2025Q1,GA2290008,RS,,,07/22/1995
2025Q1,GA2290009,RS,,,07/22/1995
2025Q1,GA2290019,RS,,,07/22/1995
2025Q1,GA2290022,SU,Y,,03/20/2025
2025Q1,GA2290023,IA,Y,,03/20/2025
2025Q1,GA2290024,RS,,,07/22/1995
2025Q1,GA2290027,SC,Y,,08/27/2010
2025Q1,GA2290028,SS,Y,,05/28/2008
2025Q1,GA2290030,MP,Y,,03/20/2025
2025Q1,GA2290031,SU,Y,,09/05/2001
2025Q1,GA2290032,SU,Y,,03/20/2025
2025Q1,GA2290033,SU,Y,,03/20/2025
2025Q1,GA2290034,IA,Y,,03/20/2025
2025Q1,GA2290035,SC,Y,,07/22/1995
2025Q1,GA2290036,SU,Y,11/16/2007,03/20/2025
2025Q1,GA2290037,SU,Y,02/28/2024,03/20/2025
2025Q1,GA2290038,SU,Y,12/11/2019,03/20/2025
2025Q1,GA2290039,OT,Y,02/15/2019,03/20/2025
2025Q1,GA2290040,RE,Y,02/15/2023,03/20/2025
2025Q1,GA2310000,MU,Y,,03/20/2025
2025Q1,GA2310001,MU,Y,,03/20/2025
2025Q1,GA2310002,MU,Y,,03/20/2025
2025Q1,GA2310003,MU,Y,,03/20/2025
2025Q1,GA2310004,MU,Y,,03/20/2025
2025Q1,GA2310005,OR,Y,,03/20/2025
2025Q1,GA2310010,SK,Y,,07/22/1995
2025Q1,GA2310011,IA,Y,,07/22/1995
2025Q1,GA2310014,PA,,,07/22/1995
2025Q1,GA2310018,PA,,,07/22/1995
2025Q1,GA2310019,SK,Y,,11/12/2019
2025Q1,GA2310025,OT,Y,,03/20/2025
2025Q1,GA2310026,SU,Y,,03/20/2025
2025Q1,GA2310027,MU,Y,05/18/2007,03/20/2025
2025Q1,GA2310027,RA,,05/18/2007,03/20/2025
2025Q1,GA2310029,MU,Y,08/25/2008,11/16/2009
2025Q1,GA2310029,RA,,08/25/2008,11/16/2009
2025Q1,GA2310031,SC,Y,05/04/2018,03/20/2025
2025Q1,GA2310032,RE,Y,11/21/2018,03/20/2025
2025Q1,GA2310033,IN,Y,11/22/2021,03/20/2025
2025Q1,GA2310033,OR,,11/22/2021,03/20/2025
2025Q1,GA2330000,MU,Y,,03/20/2025
2025Q1,GA2330001,MU,Y,,03/20/2025
2025Q1,GA2330002,MU,Y,,03/20/2025
2025Q1,GA2330003,IA,Y,,02/15/2001
2025Q1,GA2330004,OR,Y,,07/22/1995
2025Q1,GA2330005,OT,Y,,02/06/1996
2025Q1,GA2330008,RS,Y,,07/22/1995
2025Q1,GA2330009,HM,Y,,07/22/1995
2025Q1,GA2330016,DC,Y,,07/22/1995
2025Q1,GA2330017,RA,Y,,03/20/2025
2025Q1,GA2330052,RS,Y,,05/23/2002
2025Q1,GA2350000,MU,Y,,03/20/2025
2025Q1,GA2350001,MU,Y,,03/20/2025
2025Q1,GA2350002,MH,Y,,07/22/1995
2025Q1,GA2350004,RA,,,07/22/1995
2025Q1,GA2350009,OA,,,07/22/1995
2025Q1,GA2350011,RS,Y,,07/22/1995
2025Q1,GA2350013,IA,Y,,07/22/1995
2025Q1,GA2350015,OT,Y,,07/22/1995
2025Q1,GA2350017,PA,Y,08/25/2008,05/14/2013
2025Q1,GA2370000,MU,Y,,03/20/2025
2025Q1,GA2370001,SK,Y,,03/20/2025
2025Q1,GA2370002,SU,Y,,03/09/2017
2025Q1,GA2370003,ON,Y,,08/24/2015
2025Q1,GA2370004,OA,,,07/22/1995
2025Q1,GA2370006,SU,Y,,08/20/2009
2025Q1,GA2370007,SU,Y,,12/03/2008
2025Q1,GA2370008,SU,Y,,12/03/2008
2025Q1,GA2370009,IA,Y,,07/22/1995
2025Q1,GA2370010,SK,Y,,03/20/2025
2025Q1,GA2370012,SU,Y,,09/30/2005
2025Q1,GA2370013,SU,Y,,03/20/2025
2025Q1,GA2370014,SU,Y,,03/07/2003
2025Q1,GA2370015,RS,Y,,03/23/2005
2025Q1,GA2370016,RS,Y,,07/22/1995
2025Q1,GA2370020,RS,Y,,07/22/1995
2025Q1,GA2370021,RS,Y,,05/23/2002
2025Q1,GA2370025,PA,Y,,11/28/2011
2025Q1,GA2370030,IA,Y,,05/23/2002
2025Q1,GA2370036,HM,Y,,07/22/1995
2025Q1,GA2370037,MP,Y,,09/30/2005
2025Q1,GA2370041,RS,Y,,03/20/2025
2025Q1,GA2370042,PA,Y,,03/20/2025
2025Q1,GA2370046,SU,Y,,03/20/2025
2025Q1,GA2370043,SU,Y,,12/23/2003
2025Q1,GA2370044,SU,Y,,12/23/2003
2025Q1,GA2370045,SU,Y,,03/20/2025
2025Q1,GA2370047,SU,Y,,09/30/2005
2025Q1,GA2370048,SU,Y,,09/30/2005
2025Q1,GA2370049,SU,Y,,09/30/2005
2025Q1,GA2370050,SU,Y,,11/15/2005
2025Q1,GA2370051,SU,Y,,03/20/2025
2025Q1,GA2370052,SU,Y,,12/23/2003
2025Q1,GA2370053,SU,Y,,12/23/2003
2025Q1,GA2370054,SU,Y,02/25/2008,03/09/2017
2025Q1,GA2370055,OT,Y,,03/20/2025
2025Q1,GA2370057,SU,Y,,03/20/2025
2025Q1,GA2370058,RS,Y,,07/22/1995
2025Q1,GA2370059,SU,Y,,03/20/2025
2025Q1,GA2370060,SU,Y,,03/09/2017
2025Q1,GA2370062,SU,Y,,12/23/2003
2025Q1,GA2370063,SU,Y,,03/20/2025
2025Q1,GA2370064,SU,Y,,03/20/2025
2025Q1,GA2370065,SU,Y,08/27/2010,03/20/2025
2025Q1,GA2370066,OT,Y,,06/27/2023
2025Q1,GA2370070,SU,Y,,03/09/2017
2025Q1,GA2370071,SU,Y,,12/23/2003
2025Q1,GA2370072,SU,Y,11/16/2007,12/03/2008
2025Q1,GA2370073,OR,Y,,03/20/2025
2025Q1,GA2370074,OR,Y,,11/29/2010
2025Q1,GA2370075,SU,Y,,08/16/2022
2025Q1,GA2370076,PA,Y,,09/30/2005
2025Q1,GA2370079,RS,Y,,11/19/2002
2025Q1,GA2370080,HM,Y,,11/19/2002
2025Q1,GA2370080,IA,N,,11/19/2002
2025Q1,GA2370081,OT,Y,,09/30/2005
2025Q1,GA2370082,SU,Y,,05/26/2017
2025Q1,GA2370084,SU,Y,,09/30/2005
2025Q1,GA2370085,SU,Y,05/28/2008,03/20/2025
2025Q1,GA2370086,MU,Y,,12/03/2008
2025Q1,GA2370086,RA,,,12/03/2008
2025Q1,GA2370087,WH,Y,12/03/2008,03/20/2025
2025Q1,GA2370088,SU,Y,02/25/2008,03/20/2025
2025Q1,GA2370089,SU,Y,11/15/2005,02/13/2007
2025Q1,GA2370090,MH,Y,,03/20/2025
2025Q1,GA2370091,MH,Y,,03/20/2025
2025Q1,GA2370092,MH,Y,,12/15/2020
2025Q1,GA2370093,SU,Y,03/01/2012,03/20/2025
2025Q1,GA2370094,SU,Y,03/28/2023,03/20/2025
2025Q1,GA2370097,SU,Y,02/16/2010,03/20/2025
2025Q1,GA2370098,SC,Y,05/26/2011,03/20/2025
2025Q1,GA2370100,RE,Y,11/12/2019,03/20/2025
2025Q1,GA2390000,MU,Y,,03/20/2025
2025Q1,GA2390001,SU,Y,,03/20/2025
2025Q1,GA2390002,SU,Y,,03/20/2025
2025Q1,GA2390003,SU,Y,,03/20/2025
2025Q1,GA2390006,PA,Y,,03/20/2025
2025Q1,GA2390008,MU,Y,,03/20/2025
2025Q1,GA2410000,MU,Y,,09/19/2024
2025Q1,GA2410001,MU,Y,,03/20/2025
2025Q1,GA2410002,SC,Y,,08/19/2014
2025Q1,GA2410003,OR,Y,,09/22/2004
2025Q1,GA2410005,PA,Y,,03/20/2025
2025Q1,GA2410006,HA,Y,12/03/2008,03/20/2025
2025Q1,GA2410012,PA,Y,,03/20/2025
2025Q1,GA2410023,SK,Y,,03/20/2025
2025Q1,GA2410025,SK,Y,,03/20/2025
2025Q1,GA2410033,SU,Y,,12/16/2016
2025Q1,GA2410035,SU,Y,,03/20/2025
2025Q1,GA2410039,RS,Y,08/19/2014,03/20/2025
2025Q1,GA2410041,RS,Y,,03/20/2025
2025Q1,GA2410042,PA,Y,,03/20/2025
2025Q1,GA2410045,SK,Y,,03/20/2025
2025Q1,GA2410047,RS,Y,,05/24/2003
2025Q1,GA2410052,SK,Y,,03/20/2025
2025Q1,GA2410053,MU,Y,,03/20/2025
2025Q1,GA2410061,HM,Y,,08/29/2016
2025Q1,GA2410085,IA,Y,,12/16/2016
2025Q1,GA2410086,SK,Y,,02/24/2014
2025Q1,GA2410087,PA,Y,,07/22/1995
2025Q1,GA2410088,RS,Y,,08/10/2023
2025Q1,GA2410089,SU,Y,,03/20/2025
2025Q1,GA2410090,SC,Y,,07/22/1995
2025Q1,GA2410091,SC,Y,,07/22/1995
2025Q1,GA2410093,RS,Y,,08/27/2010
2025Q1,GA2410095,HM,Y,,08/29/2016
2025Q1,GA2410096,RS,Y,,03/20/2025
2025Q1,GA2410097,SU,Y,,03/20/2025
2025Q1,GA2410098,SK,Y,,03/20/2025
2025Q1,GA2410099,PA,Y,,07/22/1995
2025Q1,GA2410100,HM,Y,,03/20/2025
2025Q1,GA2410101,OT,Y,,05/19/2015
2025Q1,GA2410102,HM,Y,,03/20/2025
2025Q1,GA2410103,PA,Y,,03/20/2025
2025Q1,GA2410104,PA,Y,,03/20/2025
2025Q1,GA2410105,RA,Y,08/20/2016,03/20/2025
2025Q1,GA2410106,RA,Y,,07/22/1995
2025Q1,GA2410107,RS,Y,,11/21/2018
2025Q1,GA2410108,SK,Y,,08/20/2009
2025Q1,GA2410109,OT,Y,,09/30/2005
2025Q1,GA2410110,HM,Y,,07/22/1995
2025Q1,GA2410111,SK,Y,,03/20/2025
2025Q1,GA2410113,SK,Y,,03/20/2025
2025Q1,GA2410114,SC,Y,,05/23/2002
2025Q1,GA2410115,IA,Y,,03/13/2009
2025Q1,GA2410116,RA,Y,,03/11/1997
2025Q1,GA2410117,OT,Y,,11/16/2007
2025Q1,GA2410118,WH,Y,,03/20/2025
2025Q1,GA2410119,SU,Y,,03/20/2025
2025Q1,GA2410120,SU,Y,,08/15/2013
2025Q1,GA2410122,PA,Y,,03/20/2025
2025Q1,GA2410123,OT,,,03/20/2025
2025Q1,GA2410123,RS,Y,,03/20/2025
2025Q1,GA2410123,SS,,,03/20/2025
2025Q1,GA2410124,RA,Y,05/18/2007,03/20/2025
2025Q1,GA2410126,SK,Y,,03/20/2025
2025Q1,GA2410127,SU,Y,,03/20/2025
2025Q1,GA2410128,SU,Y,,02/24/2014
2025Q1,GA2410129,HM,Y,02/16/2006,03/20/2025
2025Q1,GA2410129,RS,,02/16/2006,03/20/2025
2025Q1,GA2410130,SU,Y,08/19/2009,03/20/2025
2025Q1,GA2410132,RS,Y,05/28/2008,11/16/2009
2025Q1,GA2410133,PA,Y,05/28/2008,03/20/2025
2025Q1,GA2410134,SU,Y,08/25/2008,03/20/2025
2025Q1,GA2410135,PA,Y,12/03/2008,03/20/2025
2025Q1,GA2410136,IN,Y,11/16/2009,03/20/2025
2025Q1,GA2410138,MU,Y,08/18/2011,03/20/2025
2025Q1,GA2430000,MU,Y,,03/20/2025
2025Q1,GA2430001,MU,Y,,03/20/2025
2025Q1,GA2430002,OR,Y,,03/07/2003
2025Q1,GA2430003,MU,Y,,03/20/2025
2025Q1,GA2430004,SK,Y,,08/29/2016
2025Q1,GA2430005,IN,,,07/22/1995
2025Q1,GA2430006,SC,,,07/22/1995
2025Q1,GA2430008,SC,Y,,09/19/2024
2025Q1,GA2430010,OT,Y,,11/22/2006
2025Q1,GA2430011,OT,Y,12/20/2022,03/20/2025
2025Q1,GA2450000,MU,Y,,03/20/2025
2025Q1,GA2450001,MU,Y,,03/20/2025
2025Q1,GA2450002,MU,Y,,03/20/2025
2025Q1,GA2450004,RA,Y,,02/15/2001
2025Q1,GA2450014,MP,Y,,03/20/2025
2025Q1,GA2450015,RA,,,07/22/1995
2025Q1,GA2450016,MP,Y,,08/25/2008
2025Q1,GA2450017,MU,Y,,08/18/2011
2025Q1,GA2450020,OA,,,07/22/1995
2025Q1,GA2450022,IA,Y,,07/22/1995
2025Q1,GA2450023,OR,Y,,09/28/2018
2025Q1,GA2450027,RA,,,07/22/1995
2025Q1,GA2450028,OR,Y,,02/25/2008
2025Q1,GA2450029,MP,Y,,03/20/2025
2025Q1,GA2450038,MP,Y,,05/21/2019
2025Q1,GA2450046,MP,Y,,12/01/2001
2025Q1,GA2450061,MP,Y,,05/18/2010
2025Q1,GA2450063,RA,,,07/22/1995
2025Q1,GA2450067,RA,,,07/22/1995
2025Q1,GA2450086,HM,,,07/22/1995
2025Q1,GA2450120,OA,,,07/22/1995
2025Q1,GA2450137,HM,,,07/22/1995
2025Q1,GA2450148,IA,Y,,07/22/1995
2025Q1,GA2450151,OA,,,07/22/1995
2025Q1,GA2450152,IA,Y,,12/23/2000
2025Q1,GA2450156,MP,Y,,09/30/2005
2025Q1,GA2450157,PA,Y,,07/22/1995
2025Q1,GA2450159,IA,Y,,07/22/1995
2025Q1,GA2450160,RS,,,07/22/1995
2025Q1,GA2450162,IA,Y,,07/22/1995
2025Q1,GA2450163,OT,Y,,09/30/2005
2025Q1,GA2450164,ON,Y,,03/20/2025
2025Q1,GA2450165,OT,Y,,11/16/2009
2025Q1,GA2450166,PA,Y,,03/17/2022
2025Q1,GA2450167,PA,Y,,03/17/2022
2025Q1,GA2450168,OT,Y,,03/20/2025
2025Q1,GA2450169,OT,Y,02/16/2010,06/27/2022
2025Q1,GA2470000,MU,Y,,03/20/2025
2025Q1,GA2470001,RA,Y,,07/22/1995
2025Q1,GA2470002,HA,Y,,03/20/2025
2025Q1,GA2470003,SU,Y,,03/20/2025
2025Q1,GA2470004,RA,,,07/22/1995
2025Q1,GA2470005,MP,Y,,03/20/2025
2025Q1,GA2470006,OR,Y,,03/20/2025
2025Q1,GA2470007,OR,Y,,09/13/2003
2025Q1,GA2470008,PA,Y,,02/06/1996
2025Q1,GA2470010,SU,Y,,11/29/2010
2025Q1,GA2470011,OA,,,07/22/1995
2025Q1,GA2470012,PA,,,07/22/1995
2025Q1,GA2470021,RS,Y,,07/22/1995
2025Q1,GA2470022,RS,Y,,07/22/1995
2025Q1,GA2470023,RS,,,07/22/1995
2025Q1,GA2470025,RS,Y,,07/22/1995
2025Q1,GA2470032,OA,,,07/22/1995
2025Q1,GA2470038,SS,,,07/22/1995
2025Q1,GA2470042,PA,,,07/22/1995
2025Q1,GA2470048,OA,,,07/22/1995
2025Q1,GA2470053,RS,Y,,09/30/2005
2025Q1,GA2470054,RA,Y,,07/22/1995
2025Q1,GA2470055,SU,Y,,09/30/2005
2025Q1,GA2470056,SU,Y,,07/04/2001
2025Q1,GA2470057,RA,Y,,07/22/1995
2025Q1,GA2470058,RA,Y,,07/22/1995
2025Q1,GA2470059,DC,Y,,09/13/2003
2025Q1,GA2470060,RA,Y,,07/22/1995
2025Q1,GA2470061,PA,Y,,09/30/2005
2025Q1,GA2490000,MU,Y,,03/20/2025
2025Q1,GA2490001,PA,Y,,03/07/2003
2025Q1,GA2490003,RS,Y,,07/22/1995
2025Q1,GA2490004,MU,Y,,03/20/2025
2025Q1,GA2510000,MU,Y,,03/20/2025
2025Q1,GA2510001,MU,Y,,03/20/2025
2025Q1,GA2510002,MU,Y,,03/20/2025
2025Q1,GA2510003,MU,Y,,03/20/2025
2025Q1,GA2510005,SC,Y,,07/22/1995
2025Q1,GA2510011,HR,Y,,03/20/2025
2025Q1,GA2510012,IA,Y,,03/20/2025
2025Q1,GA2510013,MP,Y,,03/20/2025
2025Q1,GA2510014,MP,Y,,03/20/2025
2025Q1,GA2510015,MH,Y,,07/22/1995
2025Q1,GA2510016,DC,Y,,07/22/1995
2025Q1,GA2510021,MP,Y,,03/20/2025
2025Q1,GA2510023,SK,Y,,11/28/2011
2025Q1,GA2510025,HM,Y,,09/30/2005
2025Q1,GA2510027,HM,Y,,03/20/2025
2025Q1,GA2510028,HM,Y,,03/07/2003
2025Q1,GA2510029,HM,Y,,03/23/2005
2025Q1,GA2510032,HM,Y,,07/22/1995
2025Q1,GA2510042,MH,Y,,07/22/1995
2025Q1,GA2510043,RS,,,07/22/1995
2025Q1,GA2510044,MU,Y,,03/20/2025
2025Q1,GA2510045,SC,Y,,03/11/1997
2025Q1,GA2510046,MP,Y,,03/20/2025
2025Q1,GA2510047,MP,Y,,05/24/2003
2025Q1,GA2510048,SU,Y,,03/20/2025
2025Q1,GA2510049,OR,Y,,03/20/2025
2025Q1,GA2510050,SU,Y,,03/20/2025
2025Q1,GA2510052,OR,Y,,03/25/1997
2025Q1,GA2510053,MP,Y,,03/20/2025
2025Q1,GA2510054,SU,Y,11/22/2021,03/20/2025
2025Q1,GA2510055,SU,Y,02/16/2006,03/20/2025
2025Q1,GA2510056,SU,Y,,03/20/2025
2025Q1,GA2510057,PA,Y,,03/20/2025
2025Q1,GA2510058,PA,Y,06/06/2012,03/20/2025
2025Q1,GA2510059,PA,Y,02/11/2025,03/20/2025
2025Q1,GA2530000,MU,Y,,03/20/2025
2025Q1,GA2530001,MU,Y,,03/20/2025
2025Q1,GA2530002,PA,Y,,03/20/2025
2025Q1,GA2530004,SU,Y,,03/20/2025
2025Q1,GA2530005,SU,Y,,03/20/2025
2025Q1,GA2530006,RA,,,07/22/1995
2025Q1,GA2530007,SU,Y,,03/20/2025
2025Q1,GA2530008,RA,,,07/22/1995
2025Q1,GA2530011,OA,,,07/22/1995
2025Q1,GA2530012,HM,,,07/22/1995
2025Q1,GA2530014,HM,Y,,03/20/2025
2025Q1,GA2530016,RS,Y,,07/22/1995
2025Q1,GA2530017,PA,Y,,09/30/2005
2025Q1,GA2530021,PA,Y,,03/20/2025
2025Q1,GA2530024,PA,Y,,09/30/2005
2025Q1,GA2530025,PA,Y,,02/13/2007
2025Q1,GA2530028,PA,Y,,07/22/1995
2025Q1,GA2530031,RS,Y,,07/22/1995
2025Q1,GA2530032,PA,Y,,07/22/1995
2025Q1,GA2530033,PA,Y,,03/09/2004
2025Q1,GA2530035,PA,Y,,07/22/1995
2025Q1,GA2530036,IA,Y,,07/22/1995
2025Q1,GA2530037,DC,Y,,09/30/2005
2025Q1,GA2530039,PA,Y,11/22/2006,03/20/2025
2025Q1,GA2530041,PA,Y,05/18/2007,12/12/2014
2025Q1,GA2530043,SR,Y,08/21/2012,03/20/2025
2025Q1,GA2530044,RS,Y,11/21/2018,08/14/2019
2025Q1,GA2530044,SR,,11/21/2018,08/14/2019
2025Q1,GA2550000,MU,Y,,03/20/2025
2025Q1,GA2550001,RA,Y,,07/22/1995
2025Q1,GA2550002,SU,Y,,03/20/2025
2025Q1,GA2550003,RA,,,07/22/1995
2025Q1,GA2550004,MP,Y,,03/20/2025
2025Q1,GA2550005,MP,Y,,05/24/2003
2025Q1,GA2550006,MP,Y,,03/20/2025
2025Q1,GA2550008,MP,Y,,05/19/2009
2025Q1,GA2550009,MP,Y,,03/20/2025
2025Q1,GA2550011,SK,Y,,12/12/2014
2025Q1,GA2550013,RA,,,07/22/1995
2025Q1,GA2550028,DC,Y,,07/22/1995
2025Q1,GA2410125,HM,Y,,12/12/2014
2025Q1,GA2530038,RS,Y,,12/11/2019
2025Q1,GA2450006,OR,Y,,09/05/2001
2025Q1,GA2450008,RA,,,07/22/1995
2025Q1,GA2450011,MP,Y,,03/20/2025
2025Q1,GA2450013,RA,,,07/22/1995
2025Q1,GA2550020,RA,,,07/22/1995
2025Q1,GA2550022,OA,,,07/22/1995
2025Q1,GA2550032,RA,Y,,07/22/1995
2025Q1,GA2550033,RS,Y,,07/22/1995
2025Q1,GA2550036,MU,Y,,03/20/2025
2025Q1,GA2570000,MU,Y,,03/20/2025
2025Q1,GA2570001,MU,Y,,03/20/2025
2025Q1,GA2570002,SC,Y,,07/22/1995
2025Q1,GA2570005,PA,,,07/22/1995
2025Q1,GA2570006,SU,Y,,02/15/2001
2025Q1,GA2570007,RA,Y,,07/22/1995
2025Q1,GA2570008,IA,Y,,07/22/1995
2025Q1,GA2570009,OA,,,07/22/1995
2025Q1,GA2570011,OR,Y,,03/20/2025
2025Q1,GA2570012,SC,,,07/22/1995
2025Q1,GA2570013,MP,Y,,09/05/2001
2025Q1,GA2570015,SC,Y,,02/15/2001
2025Q1,GA2570016,SC,Y,,07/22/1995
2025Q1,GA2570017,SC,,,07/22/1995
2025Q1,GA2570020,MP,Y,,05/15/2004
2025Q1,GA2570021,RA,Y,,07/22/1995
2025Q1,GA2570024,SK,Y,,07/22/1995
2025Q1,GA2570025,SK,Y,,03/20/2025
2025Q1,GA2570026,MP,Y,,05/18/2006
2025Q1,GA2570029,SU,Y,,03/20/2025
2025Q1,GA2570031,RA,,,07/22/1995
2025Q1,GA2570045,PA,Y,,05/22/1996
2025Q1,GA2570051,RS,,,07/22/1995
2025Q1,GA2570052,MH,Y,,07/22/1995
2025Q1,GA2570054,PA,,,07/22/1995
2025Q1,GA2570056,PA,Y,,09/05/2001
2025Q1,GA2570058,MH,Y,,07/22/1995
2025Q1,GA2570059,RS,Y,,07/22/1995
2025Q1,GA2590000,MU,Y,,03/20/2025
2025Q1,GA2590001,MU,Y,,03/20/2025
2025Q1,GA2590002,MU,Y,,03/20/2025
2025Q1,GA2590004,PA,Y,,03/20/2025
2025Q1,GA2590007,PA,Y,,03/20/2025
2025Q1,GA2590009,PA,Y,,07/22/1995
2025Q1,GA2590010,MU,Y,,03/20/2025
2025Q1,GA2590011,SC,Y,,11/19/2002
2025Q1,GA2590012,RA,Y,,03/20/2025
2025Q1,GA2610000,MU,Y,,03/20/2025
2025Q1,GA2610001,MU,Y,,03/20/2025
2025Q1,GA2610002,MU,Y,,03/20/2025
2025Q1,GA2610003,MU,Y,,03/20/2025
2025Q1,GA2610004,MU,Y,,03/20/2025
2025Q1,GA2610006,SC,,,07/22/1995
2025Q1,GA2610007,OR,Y,,07/22/1995
2025Q1,GA2610008,RS,Y,,07/22/1995
2025Q1,GA2610009,IA,Y,,07/22/1995
2025Q1,GA2610010,PA,Y,,07/22/1995
2025Q1,GA2610011,MP,Y,,03/20/2025
2025Q1,GA2610012,MP,Y,,03/20/2025
2025Q1,GA2610013,SU,Y,,03/20/2025
2025Q1,GA2610014,MP,Y,,08/22/2006
2025Q1,GA2610015,MP,Y,,09/05/2001
2025Q1,GA2610017,SU,Y,,03/20/2025
2025Q1,GA2610021,OA,,,07/22/1995
2025Q1,GA2610023,OR,Y,,07/22/1995
2025Q1,GA2610024,IA,Y,11/15/2012,03/20/2025
2025Q1,GA2610027,PA,,,07/22/1995
2025Q1,GA2610028,SC,Y,,05/18/2006
2025Q1,GA2610029,PA,Y,,09/13/2003
2025Q1,GA2610032,IA,Y,,09/05/2001
2025Q1,GA2610033,SK,Y,,09/05/2001
2025Q1,GA2610034,SK,Y,,07/22/1995
2025Q1,GA2610035,IA,Y,,07/22/1995
2025Q1,GA2610036,MP,Y,,03/20/2025
2025Q1,GA2610037,MP,Y,,02/15/2023
2025Q1,GA2610038,MP,Y,,12/10/2013
2025Q1,GA2610039,SU,Y,,03/20/2025
2025Q1,GA2610040,SC,Y,,07/22/1995
2025Q1,GA2610041,SC,Y,,05/14/2013
2025Q1,GA2610042,RS,Y,,07/22/1995
2025Q1,GA2610043,MP,Y,,06/27/2022
2025Q1,GA2610044,MH,Y,,07/22/1995
2025Q1,GA2610045,SU,Y,,03/20/2025
2025Q1,GA2610046,MH,Y,,08/29/1995
2025Q1,GA2610047,IA,Y,,08/27/2010
2025Q1,GA2610049,PA,Y,,03/20/2025
2025Q1,GA2610050,RS,Y,,05/15/2004
2025Q1,GA2610051,DC,Y,,02/16/2006
2025Q1,GA2610052,PA,Y,11/22/2006,03/20/2025
2025Q1,GA2610053,IN,Y,12/10/2013,08/19/2014
2025Q1,GA2610055,PA,Y,11/22/2006,06/06/2012
2025Q1,GA2610056,OT,Y,11/15/2012,03/20/2025
2025Q1,GA2610057,RA,Y,02/28/2024,03/20/2025
2025Q1,GA2630000,MU,Y,,03/20/2025
2025Q1,GA2630001,MU,Y,,03/20/2025
2025Q1,GA2630002,MU,Y,,03/20/2025
2025Q1,GA2630003,MU,Y,,03/20/2025
2025Q1,GA2630005,RA,Y,,03/20/2025
2025Q1,GA2630006,RA,Y,,07/22/1995
2025Q1,GA2630007,RA,Y,,07/22/1995
